¾úÖê: AF32-8AC
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
GBNPKNOO_01686  | MBGGDBHE_01118
GBNPKNOO_01687  | MBGGDBHE_01119
GBNPKNOO_01688  | MBGGDBHE_01120
GBNPKNOO_01689  | MBGGDBHE_01121
GBNPKNOO_01690  | MBGGDBHE_02719
GBNPKNOO_01691  | MBGGDBHE_02718
GBNPKNOO_01692  | MBGGDBHE_02717
GBNPKNOO_01693  | MBGGDBHE_02716
GBNPKNOO_01694  | MBGGDBHE_02715

¾úÖê: GCA_019415265
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | MMOEPHJC_00692
GBNPKNOO_01667  | MMOEPHJC_00693
GBNPKNOO_01668  | MMOEPHJC_00694
GBNPKNOO_01669  | MMOEPHJC_00695
GBNPKNOO_01670  | MMOEPHJC_00696
GBNPKNOO_01671  | MMOEPHJC_00697
GBNPKNOO_01672  | MMOEPHJC_00698
GBNPKNOO_01673  | MMOEPHJC_00699
GBNPKNOO_01674  | MMOEPHJC_00700
GBNPKNOO_01675  | MMOEPHJC_00701
GBNPKNOO_01676  | MMOEPHJC_00702
GBNPKNOO_01677  | MMOEPHJC_00703
GBNPKNOO_01678  | MMOEPHJC_00704
GBNPKNOO_01679  | MMOEPHJC_00705
GBNPKNOO_01680  | MMOEPHJC_00706
GBNPKNOO_01681  | MMOEPHJC_00707
GBNPKNOO_01682  | MMOEPHJC_00708
GBNPKNOO_01683  | MMOEPHJC_00709
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | MMOEPHJC_02005
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_019415285
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | LEMEIIBH_00363
GBNPKNOO_01667  | LEMEIIBH_00364
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | LEMEIIBH_00366
GBNPKNOO_01670  | LEMEIIBH_00367
GBNPKNOO_01671  | LEMEIIBH_00368
GBNPKNOO_01672  | LEMEIIBH_00369
GBNPKNOO_01673  | LEMEIIBH_00370
GBNPKNOO_01674  | LEMEIIBH_00371
GBNPKNOO_01675  | LEMEIIBH_00372
GBNPKNOO_01676  | LEMEIIBH_00373
GBNPKNOO_01677  | LEMEIIBH_00374
GBNPKNOO_01678  | LEMEIIBH_00375
GBNPKNOO_01679  | LEMEIIBH_00376
GBNPKNOO_01680  | LEMEIIBH_00377
GBNPKNOO_01681  | LEMEIIBH_00378
GBNPKNOO_01682  | LEMEIIBH_00379
GBNPKNOO_01683  | LEMEIIBH_00380
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_020687245
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | DGBCFOMA_01067
GBNPKNOO_01667  | DGBCFOMA_01068
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | DGBCFOMA_01070
GBNPKNOO_01670  | DGBCFOMA_01071
GBNPKNOO_01671  | DGBCFOMA_01072
GBNPKNOO_01672  | DGBCFOMA_01073
GBNPKNOO_01673  | DGBCFOMA_01074
GBNPKNOO_01674  | DGBCFOMA_01075
GBNPKNOO_01675  | DGBCFOMA_01076
GBNPKNOO_01676  | DGBCFOMA_01077
GBNPKNOO_01677  | DGBCFOMA_01078
GBNPKNOO_01678  | DGBCFOMA_01079
GBNPKNOO_01679  | DGBCFOMA_01080
GBNPKNOO_01680  | DGBCFOMA_01081
GBNPKNOO_01681  | DGBCFOMA_01082
GBNPKNOO_01682  | DGBCFOMA_01083
GBNPKNOO_01683  | DGBCFOMA_01084
GBNPKNOO_01684  | DGBCFOMA_01085
GBNPKNOO_01685  | DGBCFOMA_01086
GBNPKNOO_01686  | DGBCFOMA_01087
GBNPKNOO_01687  | DGBCFOMA_01088
GBNPKNOO_01688  | DGBCFOMA_01089
GBNPKNOO_01689  | DGBCFOMA_02438
GBNPKNOO_01690  | DGBCFOMA_02399
GBNPKNOO_01691  | DGBCFOMA_02400
GBNPKNOO_01692  | DGBCFOMA_02401
GBNPKNOO_01693  | DGBCFOMA_02402
GBNPKNOO_01694  | DGBCFOMA_02403

¾úÖê: GCA_020687265
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KBIFKDHP_02114
GBNPKNOO_01667  | KBIFKDHP_02115
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | KBIFKDHP_02117
GBNPKNOO_01670  | KBIFKDHP_02118
GBNPKNOO_01671  | KBIFKDHP_01187
GBNPKNOO_01672  | KBIFKDHP_01188
GBNPKNOO_01673  | KBIFKDHP_01189
GBNPKNOO_01674  | KBIFKDHP_01190
GBNPKNOO_01675  | KBIFKDHP_01191
GBNPKNOO_01676  | KBIFKDHP_01192
GBNPKNOO_01677  | KBIFKDHP_01193
GBNPKNOO_01678  | KBIFKDHP_01194
GBNPKNOO_01679  | KBIFKDHP_01195
GBNPKNOO_01680  | KBIFKDHP_01196
GBNPKNOO_01681  | KBIFKDHP_01197
GBNPKNOO_01682  | KBIFKDHP_01198
GBNPKNOO_01683  | KBIFKDHP_01199
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_022715735
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | BDKLNMCD_01192
GBNPKNOO_01667  | BDKLNMCD_01191
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | BDKLNMCD_00296
GBNPKNOO_01670  | BDKLNMCD_00297
GBNPKNOO_01671  | BDKLNMCD_00298
GBNPKNOO_01672  | BDKLNMCD_00299
GBNPKNOO_01673  | BDKLNMCD_00300
GBNPKNOO_01674  | BDKLNMCD_00301
GBNPKNOO_01675  | BDKLNMCD_00302
GBNPKNOO_01676  | BDKLNMCD_00303
GBNPKNOO_01677  | BDKLNMCD_00304
GBNPKNOO_01678  | BDKLNMCD_00305
GBNPKNOO_01679  | BDKLNMCD_00306
GBNPKNOO_01680  | BDKLNMCD_00307
GBNPKNOO_01681  | BDKLNMCD_00308
GBNPKNOO_01682  | BDKLNMCD_00309
GBNPKNOO_01683  | BDKLNMCD_00310
GBNPKNOO_01684  | BDKLNMCD_02954
GBNPKNOO_01685  | BDKLNMCD_02953
GBNPKNOO_01686  | BDKLNMCD_02952
GBNPKNOO_01687  | BDKLNMCD_02951
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | BDKLNMCD_02949
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | BDKLNMCD_00735
GBNPKNOO_01692  | BDKLNMCD_00736
GBNPKNOO_01693  | BDKLNMCD_00737
GBNPKNOO_01694  | BDKLNMCD_00699

¾úÖê: GCA_022721015
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | HPFLIHDF_01256
GBNPKNOO_01667  | HPFLIHDF_01255
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | HPFLIHDF_01721
GBNPKNOO_01670  | HPFLIHDF_01722
GBNPKNOO_01671  | HPFLIHDF_01723
GBNPKNOO_01672  | HPFLIHDF_01724
GBNPKNOO_01673  | HPFLIHDF_01725
GBNPKNOO_01674  | HPFLIHDF_01726
GBNPKNOO_01675  | HPFLIHDF_01727
GBNPKNOO_01676  | HPFLIHDF_01728
GBNPKNOO_01677  | HPFLIHDF_01729
GBNPKNOO_01678  | HPFLIHDF_01730
GBNPKNOO_01679  | HPFLIHDF_01731
GBNPKNOO_01680  | HPFLIHDF_01732
GBNPKNOO_01681  | HPFLIHDF_01733
GBNPKNOO_01682  | HPFLIHDF_01734
GBNPKNOO_01683  | HPFLIHDF_01735
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | HPFLIHDF_01202
GBNPKNOO_01691  | HPFLIHDF_02415
GBNPKNOO_01692  | HPFLIHDF_02416
GBNPKNOO_01693  | HPFLIHDF_02417
GBNPKNOO_01694  | HPFLIHDF_02418

¾úÖê: GCA_022735375
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | PDNOIFHB_02673
GBNPKNOO_01667  | PDNOIFHB_02672
GBNPKNOO_01668  | PDNOIFHB_02671
GBNPKNOO_01669  | PDNOIFHB_02325
GBNPKNOO_01670  | PDNOIFHB_02324
GBNPKNOO_01671  | PDNOIFHB_02323
GBNPKNOO_01672  | PDNOIFHB_02322
GBNPKNOO_01673  | PDNOIFHB_02321
GBNPKNOO_01674  | PDNOIFHB_02320
GBNPKNOO_01675  | PDNOIFHB_02319
GBNPKNOO_01676  | PDNOIFHB_02318
GBNPKNOO_01677  | PDNOIFHB_02317
GBNPKNOO_01678  | PDNOIFHB_02316
GBNPKNOO_01679  | PDNOIFHB_02315
GBNPKNOO_01680  | PDNOIFHB_02314
GBNPKNOO_01681  | PDNOIFHB_02313
GBNPKNOO_01682  | PDNOIFHB_02312
GBNPKNOO_01683  | PDNOIFHB_02311
GBNPKNOO_01684  | PDNOIFHB_01612
GBNPKNOO_01685  | PDNOIFHB_01610
GBNPKNOO_01686  | PDNOIFHB_01609
GBNPKNOO_01687  | PDNOIFHB_01608
GBNPKNOO_01688  | PDNOIFHB_01607
GBNPKNOO_01689  | PDNOIFHB_01606
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_022740055
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | PCMCGLIO_01635
GBNPKNOO_01667  | PCMCGLIO_01636
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | È±Ê§
GBNPKNOO_01670  | PCMCGLIO_01977
GBNPKNOO_01671  | PCMCGLIO_01976
GBNPKNOO_01672  | PCMCGLIO_01975
GBNPKNOO_01673  | PCMCGLIO_01974
GBNPKNOO_01674  | PCMCGLIO_01973
GBNPKNOO_01675  | PCMCGLIO_01972
GBNPKNOO_01676  | PCMCGLIO_01971
GBNPKNOO_01677  | PCMCGLIO_01970
GBNPKNOO_01678  | PCMCGLIO_01969
GBNPKNOO_01679  | PCMCGLIO_01968
GBNPKNOO_01680  | PCMCGLIO_01967
GBNPKNOO_01681  | PCMCGLIO_01966
GBNPKNOO_01682  | PCMCGLIO_01965
GBNPKNOO_01683  | PCMCGLIO_01964
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | PCMCGLIO_00113
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | PCMCGLIO_00111
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_024463015
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EPHDOHHN_02166
GBNPKNOO_01667  | EPHDOHHN_02167
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | EPHDOHHN_02169
GBNPKNOO_01670  | EPHDOHHN_02170
GBNPKNOO_01671  | EPHDOHHN_02171
GBNPKNOO_01672  | EPHDOHHN_02172
GBNPKNOO_01673  | EPHDOHHN_02173
GBNPKNOO_01674  | EPHDOHHN_02174
GBNPKNOO_01675  | EPHDOHHN_02175
GBNPKNOO_01676  | EPHDOHHN_02176
GBNPKNOO_01677  | EPHDOHHN_02177
GBNPKNOO_01678  | EPHDOHHN_02178
GBNPKNOO_01679  | EPHDOHHN_02179
GBNPKNOO_01680  | EPHDOHHN_02180
GBNPKNOO_01681  | EPHDOHHN_02181
GBNPKNOO_01682  | EPHDOHHN_02182
GBNPKNOO_01683  | EPHDOHHN_02183
GBNPKNOO_01684  | EPHDOHHN_02184
GBNPKNOO_01685  | EPHDOHHN_02221
GBNPKNOO_01686  | EPHDOHHN_02222
GBNPKNOO_01687  | EPHDOHHN_02223
GBNPKNOO_01688  | EPHDOHHN_02224
GBNPKNOO_01689  | EPHDOHHN_02225
GBNPKNOO_01690  | EPHDOHHN_02581
GBNPKNOO_01691  | EPHDOHHN_02582
GBNPKNOO_01692  | EPHDOHHN_02583
GBNPKNOO_01693  | EPHDOHHN_02584
GBNPKNOO_01694  | EPHDOHHN_02585

¾úÖê: GCA_025757765
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | MEINEGPB_00982
GBNPKNOO_01667  | MEINEGPB_00981
GBNPKNOO_01668  | MEINEGPB_00980
GBNPKNOO_01669  | MEINEGPB_00979
GBNPKNOO_01670  | MEINEGPB_00978
GBNPKNOO_01671  | MEINEGPB_00977
GBNPKNOO_01672  | MEINEGPB_00976
GBNPKNOO_01673  | MEINEGPB_00975
GBNPKNOO_01674  | MEINEGPB_00974
GBNPKNOO_01675  | MEINEGPB_00973
GBNPKNOO_01676  | MEINEGPB_00972
GBNPKNOO_01677  | MEINEGPB_00971
GBNPKNOO_01678  | MEINEGPB_00970
GBNPKNOO_01679  | MEINEGPB_00969
GBNPKNOO_01680  | MEINEGPB_00968
GBNPKNOO_01681  | MEINEGPB_00967
GBNPKNOO_01682  | MEINEGPB_00966
GBNPKNOO_01683  | MEINEGPB_00965
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | MEINEGPB_00952
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_030839505
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | NLEKNDFA_01744
GBNPKNOO_01667  | NLEKNDFA_01745
GBNPKNOO_01668  | NLEKNDFA_01746
GBNPKNOO_01669  | NLEKNDFA_01747
GBNPKNOO_01670  | NLEKNDFA_01748
GBNPKNOO_01671  | NLEKNDFA_01749
GBNPKNOO_01672  | NLEKNDFA_01750
GBNPKNOO_01673  | NLEKNDFA_01751
GBNPKNOO_01674  | NLEKNDFA_01752
GBNPKNOO_01675  | NLEKNDFA_01753
GBNPKNOO_01676  | NLEKNDFA_01754
GBNPKNOO_01677  | NLEKNDFA_01755
GBNPKNOO_01678  | NLEKNDFA_01756
GBNPKNOO_01679  | NLEKNDFA_01757
GBNPKNOO_01680  | NLEKNDFA_01758
GBNPKNOO_01681  | NLEKNDFA_01759
GBNPKNOO_01682  | NLEKNDFA_01760
GBNPKNOO_01683  | NLEKNDFA_01761
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_030843165
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | LINAJCAH_02011
GBNPKNOO_01667  | LINAJCAH_02010
GBNPKNOO_01668  | LINAJCAH_02009
GBNPKNOO_01669  | LINAJCAH_02008
GBNPKNOO_01670  | LINAJCAH_02007
GBNPKNOO_01671  | LINAJCAH_02006
GBNPKNOO_01672  | LINAJCAH_02005
GBNPKNOO_01673  | LINAJCAH_02004
GBNPKNOO_01674  | LINAJCAH_02003
GBNPKNOO_01675  | LINAJCAH_02002
GBNPKNOO_01676  | LINAJCAH_02001
GBNPKNOO_01677  | LINAJCAH_02000
GBNPKNOO_01678  | LINAJCAH_01999
GBNPKNOO_01679  | LINAJCAH_01998
GBNPKNOO_01680  | LINAJCAH_01997
GBNPKNOO_01681  | LINAJCAH_01996
GBNPKNOO_01682  | LINAJCAH_01995
GBNPKNOO_01683  | LINAJCAH_01994
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_037322895
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | È±Ê§
GBNPKNOO_01667  | È±Ê§
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | È±Ê§
GBNPKNOO_01670  | È±Ê§
GBNPKNOO_01671  | È±Ê§
GBNPKNOO_01672  | È±Ê§
GBNPKNOO_01673  | È±Ê§
GBNPKNOO_01674  | È±Ê§
GBNPKNOO_01675  | È±Ê§
GBNPKNOO_01676  | È±Ê§
GBNPKNOO_01677  | È±Ê§
GBNPKNOO_01678  | È±Ê§
GBNPKNOO_01679  | È±Ê§
GBNPKNOO_01680  | È±Ê§
GBNPKNOO_01681  | È±Ê§
GBNPKNOO_01682  | È±Ê§
GBNPKNOO_01683  | È±Ê§
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_037459115
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | ILMMNKPC_00302
GBNPKNOO_01667  | ILMMNKPC_00303
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | ILMMNKPC_00305
GBNPKNOO_01670  | ILMMNKPC_00306
GBNPKNOO_01671  | ILMMNKPC_00307
GBNPKNOO_01672  | ILMMNKPC_00308
GBNPKNOO_01673  | ILMMNKPC_00309
GBNPKNOO_01674  | ILMMNKPC_00310
GBNPKNOO_01675  | ILMMNKPC_00311
GBNPKNOO_01676  | ILMMNKPC_00312
GBNPKNOO_01677  | ILMMNKPC_00313
GBNPKNOO_01678  | ILMMNKPC_00314
GBNPKNOO_01679  | ILMMNKPC_00315
GBNPKNOO_01680  | ILMMNKPC_00316
GBNPKNOO_01681  | ILMMNKPC_00317
GBNPKNOO_01682  | ILMMNKPC_00318
GBNPKNOO_01683  | ILMMNKPC_00319
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_041323105
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | MEEMDECC_02132
GBNPKNOO_01667  | MEEMDECC_02131
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | MEEMDECC_02129
GBNPKNOO_01670  | MEEMDECC_02128
GBNPKNOO_01671  | MEEMDECC_02127
GBNPKNOO_01672  | MEEMDECC_02126
GBNPKNOO_01673  | MEEMDECC_02125
GBNPKNOO_01674  | MEEMDECC_02124
GBNPKNOO_01675  | MEEMDECC_02123
GBNPKNOO_01676  | MEEMDECC_02122
GBNPKNOO_01677  | MEEMDECC_02121
GBNPKNOO_01678  | MEEMDECC_02120
GBNPKNOO_01679  | MEEMDECC_02119
GBNPKNOO_01680  | MEEMDECC_02118
GBNPKNOO_01681  | MEEMDECC_02117
GBNPKNOO_01682  | MEEMDECC_02116
GBNPKNOO_01683  | MEEMDECC_02115
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_041324655
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | LABBMJIJ_02291
GBNPKNOO_01667  | LABBMJIJ_02290
GBNPKNOO_01668  | LABBMJIJ_02289
GBNPKNOO_01669  | LABBMJIJ_02288
GBNPKNOO_01670  | LABBMJIJ_02287
GBNPKNOO_01671  | LABBMJIJ_02286
GBNPKNOO_01672  | LABBMJIJ_02285
GBNPKNOO_01673  | LABBMJIJ_02284
GBNPKNOO_01674  | LABBMJIJ_02283
GBNPKNOO_01675  | LABBMJIJ_02282
GBNPKNOO_01676  | LABBMJIJ_02281
GBNPKNOO_01677  | LABBMJIJ_02280
GBNPKNOO_01678  | LABBMJIJ_02279
GBNPKNOO_01679  | LABBMJIJ_02278
GBNPKNOO_01680  | LABBMJIJ_02277
GBNPKNOO_01681  | LABBMJIJ_02276
GBNPKNOO_01682  | LABBMJIJ_02275
GBNPKNOO_01683  | LABBMJIJ_02274
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_041326375
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | CFEHFONP_01431
GBNPKNOO_01667  | CFEHFONP_01432
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | CFEHFONP_01434
GBNPKNOO_01670  | CFEHFONP_01435
GBNPKNOO_01671  | CFEHFONP_01436
GBNPKNOO_01672  | CFEHFONP_01437
GBNPKNOO_01673  | CFEHFONP_01438
GBNPKNOO_01674  | CFEHFONP_01439
GBNPKNOO_01675  | CFEHFONP_01440
GBNPKNOO_01676  | CFEHFONP_01441
GBNPKNOO_01677  | CFEHFONP_01442
GBNPKNOO_01678  | CFEHFONP_01443
GBNPKNOO_01679  | CFEHFONP_01444
GBNPKNOO_01680  | CFEHFONP_01445
GBNPKNOO_01681  | CFEHFONP_01446
GBNPKNOO_01682  | CFEHFONP_01447
GBNPKNOO_01683  | CFEHFONP_01448
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_041326645
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | HGNLKFGE_01779
GBNPKNOO_01667  | HGNLKFGE_01778
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | HGNLKFGE_01776
GBNPKNOO_01670  | HGNLKFGE_01775
GBNPKNOO_01671  | HGNLKFGE_01774
GBNPKNOO_01672  | HGNLKFGE_01773
GBNPKNOO_01673  | HGNLKFGE_01772
GBNPKNOO_01674  | HGNLKFGE_01771
GBNPKNOO_01675  | HGNLKFGE_01770
GBNPKNOO_01676  | HGNLKFGE_01769
GBNPKNOO_01677  | HGNLKFGE_01768
GBNPKNOO_01678  | HGNLKFGE_01767
GBNPKNOO_01679  | HGNLKFGE_01766
GBNPKNOO_01680  | HGNLKFGE_01765
GBNPKNOO_01681  | HGNLKFGE_01764
GBNPKNOO_01682  | HGNLKFGE_01763
GBNPKNOO_01683  | HGNLKFGE_01762
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_041328815
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | JLHJMMKH_00095
GBNPKNOO_01667  | JLHJMMKH_00096
GBNPKNOO_01668  | JLHJMMKH_00097
GBNPKNOO_01669  | JLHJMMKH_00098
GBNPKNOO_01670  | JLHJMMKH_00099
GBNPKNOO_01671  | JLHJMMKH_00100
GBNPKNOO_01672  | JLHJMMKH_00101
GBNPKNOO_01673  | JLHJMMKH_00102
GBNPKNOO_01674  | JLHJMMKH_00103
GBNPKNOO_01675  | JLHJMMKH_00104
GBNPKNOO_01676  | JLHJMMKH_00105
GBNPKNOO_01677  | JLHJMMKH_00106
GBNPKNOO_01678  | JLHJMMKH_00107
GBNPKNOO_01679  | JLHJMMKH_00108
GBNPKNOO_01680  | JLHJMMKH_00109
