query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
IOFJGDLB_00146	411483.FAEPRAA2165_02456	1.67e-172	482.0	COG2188@1|root,COG2188@2|Bacteria,1TQQQ@1239|Firmicutes,24C86@186801|Clostridia,3WJ26@541000|Ruminococcaceae	2|Bacteria	K	Psort location Cytoplasmic, score	-	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
IOFJGDLB_00705	411483.FAEPRAA2165_01381	1.05e-222	614.0	COG4608@1|root,COG4608@2|Bacteria,1V36J@1239|Firmicutes,24C3R@186801|Clostridia,3WMYQ@541000|Ruminococcaceae	2|Bacteria	P	Oligopeptide/dipeptide transporter, C-terminal region	oppF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02032,ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
IOFJGDLB_01466	411483.FAEPRAA2165_00650	4.35e-115	330.0	COG4732@1|root,COG4732@2|Bacteria,1V6HH@1239|Firmicutes,24JF7@186801|Clostridia,3WJFT@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score	thiW	-	-	ko:K16786,ko:K16787	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ThiW
IOFJGDLB_00196	411483.FAEPRAA2165_02392	0.0	1286.0	COG1032@1|root,COG1032@2|Bacteria,1TR2C@1239|Firmicutes,248HM@186801|Clostridia,3WHME@541000|Ruminococcaceae	2|Bacteria	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF2344,Radical_SAM
IOFJGDLB_00722	411483.FAEPRAA2165_01361	1.27e-293	800.0	COG0138@1|root,COG0138@2|Bacteria,1TPQ5@1239|Firmicutes,24AB8@186801|Clostridia,3WGTW@541000|Ruminococcaceae	2|Bacteria	F	AICARFT IMPCHase bienzyme	purH	-	2.1.2.3,3.5.4.10	ko:K00602	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523	M00048	R01127,R04560	RC00026,RC00263,RC00456	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	AICARFT_IMPCHas,MGS
IOFJGDLB_01159	411483.FAEPRAA2165_03490	0.0	959.0	COG4690@1|root,COG4690@2|Bacteria,1TQ0F@1239|Firmicutes,248K3@186801|Clostridia,3WNUW@541000|Ruminococcaceae	2|Bacteria	E	Dipeptidase	pepD	-	-	ko:K08659	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C69
IOFJGDLB_01165	411483.FAEPRAA2165_03483	6.77e-276	752.0	COG1088@1|root,COG1088@2|Bacteria,1TPWM@1239|Firmicutes,247NE@186801|Clostridia,3WGGW@541000|Ruminococcaceae	2|Bacteria	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rfbB	-	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS02615	GDP_Man_Dehyd
IOFJGDLB_02507	411483.FAEPRAA2165_01070	4.24e-225	622.0	COG4177@1|root,COG4177@2|Bacteria,1TPMZ@1239|Firmicutes,248WH@186801|Clostridia,3WHKQ@541000|Ruminococcaceae	2|Bacteria	E	Belongs to the binding-protein-dependent transport system permease family	livM	-	-	ko:K01995,ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
IOFJGDLB_00772	411483.FAEPRAA2165_01954	5.49e-207	573.0	COG1624@1|root,COG1624@2|Bacteria,1TPRW@1239|Firmicutes,249K8@186801|Clostridia,3WGY9@541000|Ruminococcaceae	2|Bacteria	S	Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria	dacA	GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0009975,GO:0016020,GO:0016021,GO:0016829,GO:0016849,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	2.7.7.85	ko:K18672	-	-	-	-	ko00000,ko01000	-	-	-	DisA_N
IOFJGDLB_02369	411483.FAEPRAA2165_02861	2.07e-154	433.0	COG2344@1|root,COG2344@2|Bacteria,1TSMR@1239|Firmicutes,247RQ@186801|Clostridia,3WHYJ@541000|Ruminococcaceae	2|Bacteria	K	Modulates transcription in response to changes in cellular NADH NAD( ) redox state	rex	-	-	ko:K01926	-	-	-	-	ko00000,ko03000	-	-	-	CoA_binding,Put_DNA-bind_N
IOFJGDLB_01695	411483.FAEPRAA2165_00172	4.05e-306	833.0	COG0137@1|root,COG0137@2|Bacteria,1TP3X@1239|Firmicutes,247MF@186801|Clostridia,3WGG9@541000|Ruminococcaceae	2|Bacteria	E	Belongs to the argininosuccinate synthase family. Type 1 subfamily	argG	GO:0000050,GO:0000053,GO:0003674,GO:0003824,GO:0004055,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006575,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0019627,GO:0019752,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:0072350,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.4.5	ko:K01940	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,ko05418,map00220,map00250,map01100,map01110,map01130,map01230,map05418	M00029,M00844,M00845	R01954	RC00380,RC00629	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iJN678.argG,iSB619.SA_RS04675	Arginosuc_synth
IOFJGDLB_00510	411483.FAEPRAA2165_02151	0.0	1071.0	COG1461@1|root,COG1461@2|Bacteria,1TQMX@1239|Firmicutes,247XI@186801|Clostridia,3WH9C@541000|Ruminococcaceae	2|Bacteria	S	DAK2 domain fusion protein YloV	yloV	-	-	ko:K07030	-	-	-	-	ko00000	-	-	-	Dak1_2,Dak2,DegV
IOFJGDLB_02782	411483.FAEPRAA2165_00745	9.46e-212	585.0	COG1210@1|root,COG1210@2|Bacteria,1TQ24@1239|Firmicutes,25E5A@186801|Clostridia,3WH3P@541000|Ruminococcaceae	2|Bacteria	M	UTP-glucose-1-phosphate uridylyltransferase	galU	-	2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS02205	NTP_transferase
IOFJGDLB_02620	411483.FAEPRAA2165_00936	8.64e-112	321.0	COG0691@1|root,COG0691@2|Bacteria,1V3IJ@1239|Firmicutes,24HD6@186801|Clostridia,3WIZR@541000|Ruminococcaceae	2|Bacteria	O	the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA	smpB	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0070930,GO:0071704,GO:0097159,GO:1901363,GO:1901564	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
IOFJGDLB_00375	411483.FAEPRAA2165_01556	0.0	931.0	COG0771@1|root,COG0771@2|Bacteria,1TQ3P@1239|Firmicutes,248GS@186801|Clostridia,3WG85@541000|Ruminococcaceae	2|Bacteria	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)	murD	-	6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	iHN637.CLJU_RS20420	Mur_ligase_C,Mur_ligase_M
IOFJGDLB_02471	411483.FAEPRAA2165_01111	5.63e-292	798.0	COG0772@1|root,COG0772@2|Bacteria,1TPGH@1239|Firmicutes,247WS@186801|Clostridia,3WJ15@541000|Ruminococcaceae	2|Bacteria	D	Belongs to the SEDS family	rodA	-	-	ko:K05837	-	-	-	-	ko00000,ko03036	-	-	-	FTSW_RODA_SPOVE
IOFJGDLB_01576	411483.FAEPRAA2165_00033	6.1e-227	625.0	COG3958@1|root,COG3958@2|Bacteria,1V0K5@1239|Firmicutes,24914@186801|Clostridia,3WGIP@541000|Ruminococcaceae	2|Bacteria	G	Transketolase, pyridine binding domain protein	tktB	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C
IOFJGDLB_01961	411483.FAEPRAA2165_02605	0.0	1158.0	COG0443@1|root,COG0443@2|Bacteria,1TP1J@1239|Firmicutes,248QV@186801|Clostridia,3WGES@541000|Ruminococcaceae	2|Bacteria	O	Heat shock 70 kDa protein	dnaK	-	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
IOFJGDLB_01793	411483.FAEPRAA2165_00295	0.0	1088.0	COG0517@1|root,COG1227@1|root,COG4109@1|root,COG0517@2|Bacteria,COG1227@2|Bacteria,COG4109@2|Bacteria,1TPH6@1239|Firmicutes,248RQ@186801|Clostridia,3WGK7@541000|Ruminococcaceae	2|Bacteria	C	CBS domain	ppaC	GO:0003674,GO:0003824,GO:0004427,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006793,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0044237,GO:0044424,GO:0044464	3.6.1.1	ko:K15986	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	CBS,DHH,DHHA2,DRTGG
IOFJGDLB_02108	411483.FAEPRAA2165_02802	3.12e-284	787.0	COG1418@1|root,COG3599@1|root,COG1418@2|Bacteria,COG3599@2|Bacteria,1TP48@1239|Firmicutes,248G8@186801|Clostridia,3WGE5@541000|Ruminococcaceae	2|Bacteria	D	Endoribonuclease that initiates mRNA decay	rny	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K18682	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	DUF3552,HD,KH_1
IOFJGDLB_00714	411483.FAEPRAA2165_01370	1.64e-209	580.0	COG2177@1|root,COG2177@2|Bacteria,1TPND@1239|Firmicutes,24AA6@186801|Clostridia,3WHNT@541000|Ruminococcaceae	2|Bacteria	D	Part of the ABC transporter FtsEX involved in asymmetric cellular division facilitating the initiation of sporulation	ftsX	GO:0000910,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008356,GO:0009274,GO:0009276,GO:0009966,GO:0009987,GO:0010033,GO:0010646,GO:0016020,GO:0016021,GO:0016043,GO:0019221,GO:0022402,GO:0022603,GO:0022607,GO:0023051,GO:0023052,GO:0030312,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0032153,GO:0032506,GO:0034097,GO:0040007,GO:0042173,GO:0042221,GO:0043937,GO:0043938,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0045595,GO:0045597,GO:0045881,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051301,GO:0051716,GO:0065007,GO:0070098,GO:0070297,GO:0070887,GO:0071310,GO:0071345,GO:0071840,GO:0071944,GO:0090529,GO:1902531	-	ko:K09811,ko:K09812	ko02010,map02010	M00256	-	-	ko00000,ko00001,ko00002,ko02000,ko03036	3.A.1.140	-	-	FtsX
IOFJGDLB_00185	411483.FAEPRAA2165_02404	7e-105	303.0	COG1799@1|root,COG1799@2|Bacteria,1VER3@1239|Firmicutes,24I9Y@186801|Clostridia,3WJJD@541000|Ruminococcaceae	2|Bacteria	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	GO:0000910,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0022402,GO:0022607,GO:0032506,GO:0042802,GO:0044085,GO:0044464,GO:0051301,GO:0071840,GO:0071944,GO:0090529	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
IOFJGDLB_00697	411483.FAEPRAA2165_01390	1.01e-254	700.0	COG1883@1|root,COG1883@2|Bacteria,1TPEP@1239|Firmicutes,248ET@186801|Clostridia,3WHPY@541000|Ruminococcaceae	2|Bacteria	C	Psort location CytoplasmicMembrane, score 10.00	oadB	-	4.1.1.3	ko:K01572	ko00620,ko01100,map00620,map01100	-	R00217	RC00040	ko00000,ko00001,ko01000,ko02000	3.B.1.1.1	-	-	OAD_beta
IOFJGDLB_02124	411483.FAEPRAA2165_02784	0.0	1479.0	COG0542@1|root,COG0542@2|Bacteria,1TPMU@1239|Firmicutes,2486F@186801|Clostridia,3WGI2@541000|Ruminococcaceae	2|Bacteria	O	ATPase family associated with various cellular activities (AAA)	clpE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03696,ko:K03697,ko:K04086	ko01100,map01100	-	-	-	ko00000,ko03110	-	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N,UVR
IOFJGDLB_00296	411483.FAEPRAA2165_01649	1.13e-166	467.0	COG0052@1|root,COG0052@2|Bacteria,1TPNA@1239|Firmicutes,247ZR@186801|Clostridia,3WGT4@541000|Ruminococcaceae	2|Bacteria	J	Belongs to the universal ribosomal protein uS2 family	rpsB	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02967	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S2
IOFJGDLB_00871	411483.FAEPRAA2165_01844	2.61e-83	246.0	COG1725@1|root,COG1725@2|Bacteria,1VA2B@1239|Firmicutes,24N57@186801|Clostridia,3WJT8@541000|Ruminococcaceae	2|Bacteria	K	helix_turn_helix gluconate operon transcriptional repressor	lexA	-	-	ko:K07979	-	-	-	-	ko00000,ko03000	-	-	-	GntR
IOFJGDLB_02185	411483.FAEPRAA2165_03026	1.95e-214	595.0	COG5492@1|root,COG5492@2|Bacteria,1VUQN@1239|Firmicutes,24CDA@186801|Clostridia,3WMH8@541000|Ruminococcaceae	2|Bacteria	N	Bacterial Ig-like domain 2	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,DUF11,F5_F8_type_C,Flg_new,SLH
IOFJGDLB_02506	411483.FAEPRAA2165_01071	6.57e-195	542.0	COG0559@1|root,COG0559@2|Bacteria,1TR24@1239|Firmicutes,2480A@186801|Clostridia,3WGTF@541000|Ruminococcaceae	2|Bacteria	E	Belongs to the binding-protein-dependent transport system permease family	livH	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
IOFJGDLB_01730	411483.FAEPRAA2165_00214	0.0	1497.0	COG0370@1|root,COG0370@2|Bacteria,1TP7E@1239|Firmicutes,24885@186801|Clostridia,3WGIX@541000|Ruminococcaceae	2|Bacteria	P	transporter of a GTP-driven Fe(2 ) uptake system	feoB	-	-	ko:K04759	-	-	-	-	ko00000,ko02000	9.A.8.1	-	-	FeoA,FeoB_C,FeoB_N,Gate
IOFJGDLB_01655	411483.FAEPRAA2165_00122	2.45e-75	225.0	COG0640@1|root,COG0640@2|Bacteria,1VA6G@1239|Firmicutes,24JCN@186801|Clostridia,3WK18@541000|Ruminococcaceae	2|Bacteria	K	regulatory protein, arsR	cadX	-	-	ko:K21903,ko:K22043	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
IOFJGDLB_00888	411483.FAEPRAA2165_01825	0.0	1347.0	COG0187@1|root,COG0187@2|Bacteria,1TQ6U@1239|Firmicutes,249NI@186801|Clostridia,3WH8Y@541000|Ruminococcaceae	2|Bacteria	L	DNA topoisomerase	parE	-	5.99.1.3	ko:K02470,ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
IOFJGDLB_00353	411483.FAEPRAA2165_01583	1.29e-260	714.0	COG2025@1|root,COG2025@2|Bacteria,1TPC8@1239|Firmicutes,247NF@186801|Clostridia,3WGKC@541000|Ruminococcaceae	2|Bacteria	C	Electron transfer flavoprotein FAD-binding domain	etfA	-	1.3.1.108	ko:K03522,ko:K22432	-	-	-	-	ko00000,ko01000,ko04147	-	-	-	ETF,ETF_alpha,Fer4
IOFJGDLB_01167	411483.FAEPRAA2165_03480	5.36e-216	595.0	COG1209@1|root,COG1209@2|Bacteria,1V301@1239|Firmicutes,247XE@186801|Clostridia,3WGQ3@541000|Ruminococcaceae	2|Bacteria	H	Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis	rfbA	GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0005996,GO:0006006,GO:0006139,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008879,GO:0009058,GO:0009059,GO:0009117,GO:0009141,GO:0009147,GO:0009200,GO:0009211,GO:0009219,GO:0009225,GO:0009226,GO:0009262,GO:0009394,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019299,GO:0019300,GO:0019305,GO:0019318,GO:0019319,GO:0019438,GO:0019637,GO:0019692,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0045226,GO:0046075,GO:0046364,GO:0046379,GO:0046383,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.7.7.24	ko:K00973	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793	R02328	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv0334	NTP_transferase
IOFJGDLB_02769	411483.FAEPRAA2165_00759	0.0	887.0	COG3581@1|root,COG3581@2|Bacteria,1TRVV@1239|Firmicutes,24947@186801|Clostridia,3WH15@541000|Ruminococcaceae	2|Bacteria	I	Psort location Cytoplasmic, score	yxcA	-	-	-	-	-	-	-	-	-	-	-	BcrAD_BadFG,DUF2229,HGD-D
IOFJGDLB_01042	411483.FAEPRAA2165_03177	0.0	881.0	COG2848@1|root,COG2848@2|Bacteria,1TQG8@1239|Firmicutes,247K4@186801|Clostridia,3WGZM@541000|Ruminococcaceae	2|Bacteria	S	UPF0210 protein	XK27_08635	-	-	ko:K09157	-	-	-	-	ko00000	-	-	-	DUF711
IOFJGDLB_00913	718252.FP2_01360	1.35e-78	235.0	COG0355@1|root,COG0355@2|Bacteria,1VA89@1239|Firmicutes,24ND7@186801|Clostridia,3WJYM@541000|Ruminococcaceae	2|Bacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045260,GO:0045261,GO:0045262,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	-	ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	iJN746.PP_5412,iSbBS512_1146.SbBS512_E4190	ATP-synt_DE,ATP-synt_DE_N
IOFJGDLB_01510	411483.FAEPRAA2165_00673	0.0	1062.0	COG1080@1|root,COG1080@2|Bacteria,1TPK8@1239|Firmicutes,248QP@186801|Clostridia,3WGQS@541000|Ruminococcaceae	2|Bacteria	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	ptsP	-	2.7.3.9,2.7.9.2	ko:K01007,ko:K08483	ko00620,ko00680,ko00720,ko01100,ko01120,ko01200,ko02060,map00620,map00680,map00720,map01100,map01120,map01200,map02060	M00173,M00374	R00199	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko02000	8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C
IOFJGDLB_00882	411483.FAEPRAA2165_01834	2.72e-251	691.0	COG0195@1|root,COG0195@2|Bacteria,1TPB3@1239|Firmicutes,247W8@186801|Clostridia,3WG8A@541000|Ruminococcaceae	2|Bacteria	K	Participates in both transcription termination and antitermination	nusA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K02600,ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03009,ko03011,ko03021	-	-	-	KH_5,NusA_N,S1
