query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
HACLHHAG_00971	718252.FP2_24430	3.38e-275	751.0	COG0482@1|root,COG0482@2|Bacteria,1TPIZ@1239|Firmicutes,247YV@186801|Clostridia,3WGZU@541000|Ruminococcaceae	2|Bacteria	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	mnmA	GO:0002097,GO:0002098,GO:0002143,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
HACLHHAG_00994	718252.FP2_24190	0.0	1051.0	COG5434@1|root,COG5434@2|Bacteria,1TQQW@1239|Firmicutes,24A0R@186801|Clostridia,3WI0S@541000|Ruminococcaceae	2|Bacteria	M	Belongs to the glycosyl hydrolase 28 family	picA	-	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28,Pectate_lyase_3
HACLHHAG_01931	718252.FP2_23180	3.92e-291	798.0	COG1686@1|root,COG1686@2|Bacteria,1TQ8M@1239|Firmicutes,2480S@186801|Clostridia,3WJ4Y@541000|Ruminococcaceae	2|Bacteria	M	Belongs to the peptidase S11 family	dacB_3	-	3.4.16.4	ko:K01286,ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	CW_binding_1,PBP5_C,Peptidase_S11
HACLHHAG_00086	718252.FP2_14610	2.1e-270	742.0	COG1323@1|root,COG1323@2|Bacteria,1TPP2@1239|Firmicutes,247UP@186801|Clostridia,3WI9X@541000|Ruminococcaceae	2|Bacteria	S	Belongs to the UPF0348 family	ylbM	-	-	-	-	-	-	-	-	-	-	-	HIGH_NTase1
HACLHHAG_00224	718252.FP2_11960	1.83e-182	507.0	2DJT4@1|root,32UDS@2|Bacteria,1VDA1@1239|Firmicutes,24SD3@186801|Clostridia,3WK3G@541000|Ruminococcaceae	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_00355	718252.FP2_09790	3.54e-75	225.0	COG5341@1|root,COG5341@2|Bacteria,1VII9@1239|Firmicutes,24SGZ@186801|Clostridia,3WQHY@541000|Ruminococcaceae	2|Bacteria	S	NusG domain II	-	-	-	-	-	-	-	-	-	-	-	-	NusG_II
HACLHHAG_00392	718252.FP2_10160	2.26e-117	337.0	2B6MH@1|root,31ZJY@2|Bacteria,1VA4Q@1239|Firmicutes,24T66@186801|Clostridia,3WRG6@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_00624	718252.FP2_15630	2.82e-91	267.0	2FEX0@1|root,346VT@2|Bacteria,1W1F9@1239|Firmicutes,253Z2@186801|Clostridia	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_00653	718252.FP2_15850	2.93e-102	296.0	COG2731@1|root,COG2731@2|Bacteria,1VFU3@1239|Firmicutes,24JDR@186801|Clostridia,3WQG1@541000|Ruminococcaceae	2|Bacteria	G	Domain of unknown function (DUF386)	-	-	-	-	-	-	-	-	-	-	-	-	DUF386
HACLHHAG_00882	718252.FP2_25430	5.36e-132	374.0	COG0288@1|root,COG0288@2|Bacteria,1V1YB@1239|Firmicutes,24GMG@186801|Clostridia,3WIN4@541000|Ruminococcaceae	2|Bacteria	P	Carbonic anhydrase	cah	-	4.2.1.1	ko:K01673	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	-	Pro_CA
HACLHHAG_00883	718252.FP2_25420	6.48e-288	790.0	COG2851@1|root,COG2851@2|Bacteria,1TQQH@1239|Firmicutes,24A61@186801|Clostridia,3WMZ7@541000|Ruminococcaceae	2|Bacteria	C	Na+/H+ antiporter family	citM	-	-	ko:K03300	-	-	-	-	ko00000	2.A.11	-	-	CitMHS
HACLHHAG_01158	718252.FP2_25920	1.26e-241	665.0	COG3842@1|root,COG3842@2|Bacteria,1TQ18@1239|Firmicutes,24AEK@186801|Clostridia,3WGIR@541000|Ruminococcaceae	2|Bacteria	E	ABC transporter	modC	-	3.6.3.29	ko:K02017	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.8	-	-	ABC_tran
HACLHHAG_01244	718252.FP2_32250	9.94e-142	400.0	COG0454@1|root,COG0456@2|Bacteria,1VGV3@1239|Firmicutes,24RSS@186801|Clostridia,3WKI5@541000|Ruminococcaceae	2|Bacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
HACLHHAG_01519	411483.FAEPRAA2165_02339	3.16e-236	655.0	COG4974@1|root,COG4974@2|Bacteria,1TQRG@1239|Firmicutes,247QQ@186801|Clostridia,3WGCI@541000|Ruminococcaceae	2|Bacteria	L	Belongs to the 'phage' integrase family	xerC	-	-	ko:K03733,ko:K04763	-	-	-	-	ko00000,ko03036	-	-	-	Phage_int_SAM_1,Phage_int_SAM_4,Phage_integrase
HACLHHAG_01607	718252.FP2_07040	3.17e-238	656.0	COG1975@1|root,COG1975@2|Bacteria,1UZDB@1239|Firmicutes,25D6N@186801|Clostridia,3WJ0T@541000|Ruminococcaceae	2|Bacteria	O	XdhC and CoxI family	xdhC	-	-	ko:K07402,ko:K07588	-	-	-	-	ko00000,ko01000	-	-	-	XdhC_C,XdhC_CoxI
HACLHHAG_01610	718252.FP2_07010	4.01e-132	375.0	COG0425@1|root,COG0425@2|Bacteria,1V6BY@1239|Firmicutes,24JW8@186801|Clostridia,3WJCH@541000|Ruminococcaceae	2|Bacteria	O	DsrE/DsrF-like family	yedF	-	-	ko:K04085	ko04122,map04122	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	DrsE,TusA
HACLHHAG_02056	718252.FP2_18360	2.44e-303	828.0	COG0153@1|root,COG0153@2|Bacteria,1TPD0@1239|Firmicutes,247U8@186801|Clostridia,3WHNU@541000|Ruminococcaceae	2|Bacteria	G	Belongs to the GHMP kinase family	galK	-	2.7.1.6	ko:K00849	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00554,M00632	R01092	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	GHMP_kinases_C,GHMP_kinases_N,GalKase_gal_bdg
HACLHHAG_02577	718252.FP2_09750	5.11e-106	305.0	COG1854@1|root,COG1854@2|Bacteria,1V1CH@1239|Firmicutes,24G3R@186801|Clostridia,3WJQ9@541000|Ruminococcaceae	2|Bacteria	H	Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)	luxS	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009116,GO:0009119,GO:0009372,GO:0009987,GO:0010699,GO:0016053,GO:0016829,GO:0016846,GO:0017144,GO:0019284,GO:0019752,GO:0023052,GO:0033353,GO:0034641,GO:0042278,GO:0043094,GO:0043102,GO:0043436,GO:0043768,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046128,GO:0046394,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0051704,GO:0055086,GO:0071265,GO:0071267,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657	4.4.1.21	ko:K07173	ko00270,ko01100,ko01230,ko02024,ko02026,ko05111,map00270,map01100,map01230,map02024,map02026,map05111	M00609	R01291	RC00069,RC01929	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI39_1322.ECIAI39_2877,iPC815.YPO3300	LuxS
HACLHHAG_00174	718252.FP2_11270	0.0	1222.0	COG3250@1|root,COG3250@2|Bacteria,1TQAM@1239|Firmicutes,248XS@186801|Clostridia,3WI0J@541000|Ruminococcaceae	2|Bacteria	G	Belongs to the glycosyl hydrolase 2 family	cbgA_1	-	3.2.1.23	ko:K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N
HACLHHAG_00216	718252.FP2_11880	1.33e-293	803.0	COG0128@1|root,COG0128@2|Bacteria,1TPIH@1239|Firmicutes,2488G@186801|Clostridia,3WG99@541000|Ruminococcaceae	2|Bacteria	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901576	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
HACLHHAG_00382	718252.FP2_10060	3.25e-65	202.0	2ET0Z@1|root,33KJ7@2|Bacteria,1VNW5@1239|Firmicutes,254DV@186801|Clostridia,3WQEJ@541000|Ruminococcaceae	2|Bacteria	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	zf-ribbon_3
HACLHHAG_00448	718252.FP2_01560	5.6e-158	444.0	COG1187@1|root,COG1187@2|Bacteria,1TQZ2@1239|Firmicutes,248HC@186801|Clostridia,3WHTI@541000|Ruminococcaceae	2|Bacteria	J	Belongs to the pseudouridine synthase RsuA family	rsuA	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.19,5.4.99.22	ko:K06178,ko:K06183	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
HACLHHAG_00797	1120746.CCNL01000013_gene2016	0.000345	43.5	2DG68@1|root,2ZUPQ@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_00953	718252.FP2_24610	2e-130	371.0	COG2059@1|root,COG2059@2|Bacteria,1VBSD@1239|Firmicutes,24PA0@186801|Clostridia,3WPSI@541000|Ruminococcaceae	2|Bacteria	P	Chromate transporter	-	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
HACLHHAG_01167	718252.FP2_25810	2.47e-168	471.0	COG1214@1|root,COG1214@2|Bacteria,1V4YX@1239|Firmicutes,24A0P@186801|Clostridia,3WJ9X@541000|Ruminococcaceae	2|Bacteria	O	Universal bacterial protein YeaZ	yeaZ	GO:0002949,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070011,GO:0070525,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564	2.3.1.234	ko:K01409,ko:K14742	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
HACLHHAG_01434	718252.FP2_30550	4.04e-169	474.0	COG0739@1|root,COG0739@2|Bacteria,1V7NW@1239|Firmicutes,24K65@186801|Clostridia,3WRFZ@541000|Ruminococcaceae	2|Bacteria	M	Peptidase, M23 family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23,Rod-binding
HACLHHAG_01441	718252.FP2_30470	2.04e-276	759.0	COG1114@1|root,COG1114@2|Bacteria,1TQIS@1239|Firmicutes,248I0@186801|Clostridia,3WI3G@541000|Ruminococcaceae	2|Bacteria	E	Component of the transport system for branched-chain amino acids	brnQ	-	-	ko:K03311	-	-	-	-	ko00000	2.A.26	-	-	Branch_AA_trans
HACLHHAG_01599	718252.FP2_07120	2.24e-84	249.0	COG0735@1|root,COG0735@2|Bacteria,1V400@1239|Firmicutes,24JS4@186801|Clostridia,3WKYJ@541000|Ruminococcaceae	2|Bacteria	P	Belongs to the Fur family	perR	-	-	ko:K03711,ko:K09825	-	-	-	-	ko00000,ko03000	-	-	-	FUR
HACLHHAG_01631	718252.FP2_08120	4.24e-190	530.0	COG1277@1|root,COG1277@2|Bacteria,1UZXS@1239|Firmicutes,248ME@186801|Clostridia,3WI9V@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score	nosY2	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2,ABC2_membrane_3,ABC_transp_aux
HACLHHAG_02032	718252.FP2_18610	1.11e-193	536.0	COG1387@1|root,COG1387@2|Bacteria,1TQQX@1239|Firmicutes,24ATG@186801|Clostridia,3WJIY@541000|Ruminococcaceae	2|Bacteria	E	PHP domain	hisK	-	3.1.3.15	ko:K04486	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R03013	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PHP
HACLHHAG_01886	718252.FP2_22610	1.35e-283	776.0	2DNZ4@1|root,32ZV4@2|Bacteria,1VGWE@1239|Firmicutes	2|Bacteria	-	-	-	-	-	ko:K03641	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	-
HACLHHAG_01816	718252.FP2_06130	3.58e-208	575.0	COG1162@1|root,COG1162@2|Bacteria,1TPSQ@1239|Firmicutes,248R5@186801|Clostridia,3WGGY@541000|Ruminococcaceae	2|Bacteria	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	-	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	-	RsgA_GTPase,RsgA_N
HACLHHAG_00187	718252.FP2_11430	2.95e-119	341.0	COG1451@1|root,COG1451@2|Bacteria,1V6WP@1239|Firmicutes,24JGH@186801|Clostridia,3WJKD@541000|Ruminococcaceae	2|Bacteria	S	Protein of unknown function DUF45	-	-	-	ko:K07043	-	-	-	-	ko00000	-	-	-	DUF45
HACLHHAG_00567	718252.FP2_02730	1.93e-269	741.0	COG4822@1|root,COG4822@2|Bacteria,1TQ5V@1239|Firmicutes,24ABG@186801|Clostridia,3WGQC@541000|Ruminococcaceae	2|Bacteria	H	Psort location Cytoplasmic, score	cbiK	-	4.99.1.3	ko:K02190	ko00860,ko01100,map00860,map01100	-	R05807	RC01012	ko00000,ko00001,ko01000	-	-	-	CbiK
HACLHHAG_00588	748224.HMPREF9436_01860	5.11e-126	362.0	COG2082@1|root,COG2082@2|Bacteria,1V1SX@1239|Firmicutes,24B9Z@186801|Clostridia,3WHQ9@541000|Ruminococcaceae	2|Bacteria	H	Psort location Cytoplasmic, score	cobH	-	5.4.99.60,5.4.99.61	ko:K02006,ko:K06042	ko00860,ko01100,ko02010,map00860,map01100,map02010	M00245,M00246	R05177,R05814	RC01292,RC01980	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.18,3.A.1.22,3.A.1.23	-	-	CbiC,TP_methylase
HACLHHAG_00881	718252.FP2_25440	4.44e-223	615.0	COG0523@1|root,COG0523@2|Bacteria,1TQRE@1239|Firmicutes,24B0I@186801|Clostridia,3WG9A@541000|Ruminococcaceae	2|Bacteria	S	Psort location Cytoplasmic, score	yeiR	GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0008270,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0043167,GO:0043169,GO:0046872,GO:0046914	-	-	-	-	-	-	-	-	-	-	CobW_C,cobW
HACLHHAG_00898	718252.FP2_25230	8.74e-49	156.0	2E5VW@1|root,330JY@2|Bacteria,1VEZ5@1239|Firmicutes,24R14@186801|Clostridia,3WKHQ@541000|Ruminococcaceae	2|Bacteria	S	H( )-transporting two-sector ATPase subunit H.a (A-type ATP synthase) K02121	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_00957	718252.FP2_24570	6.22e-108	311.0	2C8MG@1|root,32X91@2|Bacteria,1VD66@1239|Firmicutes,24NA1@186801|Clostridia,3WKPS@541000|Ruminococcaceae	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_01042	718252.FP2_27070	6.1e-114	327.0	COG5652@1|root,COG5652@2|Bacteria,1VBNW@1239|Firmicutes,25827@186801|Clostridia,3WKKI@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score	-	-	-	ko:K07098	-	-	-	-	ko00000	-	-	-	VanZ
HACLHHAG_01079	718252.FP2_26690	1.06e-52	165.0	COG4728@1|root,COG4728@2|Bacteria,1VENJ@1239|Firmicutes,24SFD@186801|Clostridia,3WKND@541000|Ruminococcaceae	2|Bacteria	S	Protein of unknown function (DUF1653)	-	-	-	ko:K09705	-	-	-	-	ko00000	-	-	-	DUF1653
HACLHHAG_01154	718252.FP2_25960	6.91e-234	643.0	COG2896@1|root,COG2896@2|Bacteria,1TP89@1239|Firmicutes,247PP@186801|Clostridia,3WHWT@541000|Ruminococcaceae	2|Bacteria	H	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate	moaA	-	4.1.99.22	ko:K03639	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09394	RC03420	ko00000,ko00001,ko01000	-	-	-	Fer4_12,Fer4_14,Mob_synth_C,Radical_SAM
HACLHHAG_01539	718252.FP2_07740	1.57e-37	126.0	COG1722@1|root,COG1722@2|Bacteria,1VK9I@1239|Firmicutes,256ZU@186801|Clostridia,3WR05@541000|Ruminococcaceae	2|Bacteria	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
HACLHHAG_01606	718252.FP2_07050	3.27e-189	526.0	COG3608@1|root,COG3608@2|Bacteria,1TRKT@1239|Firmicutes,2492W@186801|Clostridia,3WI66@541000|Ruminococcaceae	2|Bacteria	S	Selenium-dependent molybdenum hydroxylase system protein, YqeB family	yqeB	-	-	ko:K07402	-	-	-	-	ko00000	-	-	-	NTP_transf_3,XdhC_C,XdhC_CoxI
HACLHHAG_01727	718252.FP2_20290	0.0	875.0	2DVGZ@1|root,33VUK@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_01794	718252.FP2_05890	1.25e-188	523.0	COG4947@1|root,COG4947@2|Bacteria,1TSKW@1239|Firmicutes,2494P@186801|Clostridia,3WJ6V@541000|Ruminococcaceae	2|Bacteria	S	Putative esterase	XK27_05675	-	-	-	-	-	-	-	-	-	-	-	Esterase
HACLHHAG_02412	718252.FP2_19320	0.0	933.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,2485G@186801|Clostridia,3WGTJ@541000|Ruminococcaceae	2|Bacteria	S	Stage V sporulation protein B	spoVB	-	-	ko:K06409	-	-	-	-	ko00000,ko02000	2.A.66.2.14	-	-	Polysacc_synt,Polysacc_synt_C
HACLHHAG_01636	718252.FP2_08170	2.3e-171	478.0	COG3279@1|root,COG3279@2|Bacteria,1TSDB@1239|Firmicutes,24MQ4@186801|Clostridia,3WJ2Q@541000|Ruminococcaceae	2|Bacteria	T	LytTr DNA-binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	LytTR,Response_reg
HACLHHAG_00545	718252.FP2_02490	1.4e-228	631.0	2DW9C@1|root,33Z5T@2|Bacteria,1VBX0@1239|Firmicutes,24Q8T@186801|Clostridia,3WQE2@541000|Ruminococcaceae	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_00082	411483.FAEPRAA2165_02494	1.25e-139	396.0	COG2384@1|root,COG2384@2|Bacteria,1V3I4@1239|Firmicutes,24BJI@186801|Clostridia,3WKA4@541000|Ruminococcaceae	2|Bacteria	S	SAM-dependent methyltransferase	trmK	GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016426,GO:0016429,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.217	ko:K06967	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_18,TrmK
HACLHHAG_00211	718252.FP2_11840	4.17e-191	530.0	COG1573@1|root,COG1573@2|Bacteria,1UY78@1239|Firmicutes,24FDP@186801|Clostridia,3WIWM@541000|Ruminococcaceae	2|Bacteria	L	DNA metabolism protein	ung	-	3.2.2.27	ko:K03648,ko:K21929	ko03410,ko05340,map03410,map05340	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DUF4130,UDG
HACLHHAG_00245	718252.FP2_12180	1.39e-256	705.0	COG0860@1|root,COG0860@2|Bacteria,1TSFS@1239|Firmicutes,2488U@186801|Clostridia,3WGV1@541000|Ruminococcaceae	2|Bacteria	M	stage II sporulation protein P	spoIIP	-	-	ko:K06385	-	-	-	-	ko00000	-	-	-	SpoIIP
HACLHHAG_00371	657322.FPR_27620	3.78e-212	593.0	COG0245@1|root,COG1211@1|root,COG0245@2|Bacteria,COG1211@2|Bacteria,1V3P0@1239|Firmicutes,24HCM@186801|Clostridia,3WITA@541000|Ruminococcaceae	2|Bacteria	H	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	ispF	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006629,GO:0006720,GO:0006721,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008270,GO:0008299,GO:0008610,GO:0008685,GO:0009058,GO:0009108,GO:0009987,GO:0016114,GO:0016740,GO:0016772,GO:0016779,GO:0016829,GO:0016849,GO:0030145,GO:0040007,GO:0042180,GO:0042181,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046872,GO:0046914,GO:0050518,GO:0051186,GO:0051188,GO:0051483,GO:0070567,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.1.1.228,2.7.7.60,4.6.1.12	ko:K00554,ko:K00991,ko:K01770,ko:K12506	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R00597,R05633,R05637	RC00002,RC00003,RC00334,RC01440	ko00000,ko00001,ko00002,ko01000,ko03016	-	-	iNJ661.Rv3581c,iPC815.YPO3360	IspD,YgbB
HACLHHAG_00521	718252.FP2_02240	6.14e-149	419.0	COG0127@1|root,COG0127@2|Bacteria,1V6RN@1239|Firmicutes,249GK@186801|Clostridia,3WIUM@541000|Ruminococcaceae	2|Bacteria	F	Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions	rdgB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	3.6.1.66,5.1.1.3	ko:K01776,ko:K02428	ko00230,ko00471,ko01100,map00230,map00471,map01100	-	R00260,R00426,R00720,R01855,R02100,R02720,R03531	RC00002,RC00302	ko00000,ko00001,ko01000,ko01011	-	-	-	Ham1p_like
HACLHHAG_00525	411483.FAEPRAA2165_01677	4.83e-253	701.0	COG1316@1|root,COG1316@2|Bacteria,1VBCT@1239|Firmicutes,25MDF@186801|Clostridia,3WKBP@541000|Ruminococcaceae	2|Bacteria	K	Cell envelope-related transcriptional attenuator domain	-	-	-	-	-	-	-	-	-	-	-	-	LytR_cpsA_psr
