query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
IDJJGBAN_01286	657322.FPR_14900	5.96e-304	828.0	COG0304@1|root,COG0304@2|Bacteria,1TPA7@1239|Firmicutes,247VF@186801|Clostridia,3WGGB@541000|Ruminococcaceae	2|Bacteria	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	fabF	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
IDJJGBAN_00710	657322.FPR_20180	5.25e-175	487.0	COG0846@1|root,COG0846@2|Bacteria,1TQKD@1239|Firmicutes,2491J@186801|Clostridia,3WGSY@541000|Ruminococcaceae	2|Bacteria	K	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form	cobB	-	-	ko:K12410	-	-	-	-	ko00000,ko01000	-	-	-	SIR2
IDJJGBAN_01143	657322.FPR_03870	2.41e-84	249.0	COG0799@1|root,COG0799@2|Bacteria,1VA2Z@1239|Firmicutes,24MVA@186801|Clostridia,3WJVU@541000|Ruminococcaceae	2|Bacteria	J	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation	rsfS	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006417,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0017148,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0034248,GO:0034249,GO:0043021,GO:0043023,GO:0044087,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:0090069,GO:0090071,GO:2000112,GO:2000113	2.7.7.18	ko:K00969,ko:K09710	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000,ko03009	-	-	-	RsfS
IDJJGBAN_00792	657322.FPR_21020	0.0	1089.0	COG1283@1|root,COG1283@2|Bacteria,1TP4K@1239|Firmicutes,247KT@186801|Clostridia,3WGTX@541000|Ruminococcaceae	2|Bacteria	P	Na Pi-cotransporter II-like protein	nptA	-	-	ko:K03324	-	-	-	-	ko00000,ko02000	2.A.58.2	-	-	Na_Pi_cotrans,PhoU
IDJJGBAN_02699	657322.FPR_13480	1.67e-273	748.0	COG0448@1|root,COG0448@2|Bacteria,1TPZ3@1239|Firmicutes,2482Q@186801|Clostridia,3WGWM@541000|Ruminococcaceae	2|Bacteria	G	Glucose-1-phosphate adenylyltransferase, GlgD subunit	glgD	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transferase
IDJJGBAN_02315	657322.FPR_10750	2.3e-115	330.0	COG0652@1|root,COG0652@2|Bacteria,1TRHW@1239|Firmicutes,247XN@186801|Clostridia,3WHRC@541000|Ruminococcaceae	2|Bacteria	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiB	-	5.2.1.8	ko:K01802,ko:K03768	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Pro_isomerase
IDJJGBAN_01856	657322.FPR_17740	8.39e-151	424.0	COG0036@1|root,COG0036@2|Bacteria,1TQK8@1239|Firmicutes,248AR@186801|Clostridia,3WISD@541000|Ruminococcaceae	2|Bacteria	G	Belongs to the ribulose-phosphate 3-epimerase family	rpe	GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575	5.1.3.1	ko:K01783	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01529	RC00540	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribul_P_3_epim
IDJJGBAN_01982	657322.FPR_11640	3.26e-76	228.0	COG0256@1|root,COG0256@2|Bacteria,1V6DM@1239|Firmicutes,24JCS@186801|Clostridia,3WJ8R@541000|Ruminococcaceae	2|Bacteria	J	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance	rplR	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02881	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L18p
IDJJGBAN_00371	657322.FPR_27990	1.12e-219	607.0	COG0472@1|root,COG0472@2|Bacteria,1TP8W@1239|Firmicutes,247S7@186801|Clostridia,3WGWB@541000|Ruminococcaceae	2|Bacteria	M	Glycosyl transferase family 4	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1
IDJJGBAN_00018	657322.FPR_31570	5.7e-33	117.0	COG2261@1|root,COG2261@2|Bacteria,1VKCP@1239|Firmicutes,24U0Q@186801|Clostridia,3WR89@541000|Ruminococcaceae	2|Bacteria	S	Transglycosylase associated protein	ydaS	-	-	-	-	-	-	-	-	-	-	-	Transgly_assoc
IDJJGBAN_02005	657322.FPR_11410	1.33e-149	422.0	COG0347@1|root,COG0347@2|Bacteria,1V20Y@1239|Firmicutes,24G40@186801|Clostridia,3WKCD@541000|Ruminococcaceae	2|Bacteria	K	Belongs to the P(II) protein family	-	-	-	ko:K04752	-	-	-	-	ko00000	-	-	-	P-II
IDJJGBAN_01491	657322.FPR_06450	1.26e-126	359.0	COG0219@1|root,COG0219@2|Bacteria,1V3GW@1239|Firmicutes,24HVV@186801|Clostridia,3WIDH@541000|Ruminococcaceae	2|Bacteria	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily	trmL	GO:0001510,GO:0002128,GO:0002130,GO:0002131,GO:0002132,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016300,GO:0016427,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0052665,GO:0052666,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.207	ko:K03216	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	SpoU_methylase
IDJJGBAN_01976	411483.FAEPRAA2165_02825	1.82e-182	508.0	COG0024@1|root,COG0024@2|Bacteria,1TQC1@1239|Firmicutes,248I8@186801|Clostridia,3WGEW@541000|Ruminococcaceae	2|Bacteria	E	Methionine aminopeptidase	map	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
IDJJGBAN_01228	657322.FPR_04930	7.31e-38	126.0	COG1141@1|root,COG1141@2|Bacteria,1VGNV@1239|Firmicutes,259E5@186801|Clostridia,3WQRA@541000|Ruminococcaceae	2|Bacteria	C	4Fe-4S single cluster domain of Ferredoxin I	-	-	-	ko:K05337	-	-	-	-	ko00000	-	-	-	Fer4_13,Fer4_15
IDJJGBAN_00083	657322.FPR_30870	1.76e-58	181.0	2CCD5@1|root,32RVD@2|Bacteria,1UPQI@1239|Firmicutes,25HM0@186801|Clostridia,3WREV@541000|Ruminococcaceae	2|Bacteria	S	Branched-chain amino acid transport protein (AzlD)	-	-	-	-	-	-	-	-	-	-	-	-	AzlD
IDJJGBAN_02095	657322.FPR_16470	1.05e-117	336.0	COG0735@1|root,COG0735@2|Bacteria,1V970@1239|Firmicutes,24QK7@186801|Clostridia,3WJUF@541000|Ruminococcaceae	2|Bacteria	P	Belongs to the Fur family	fur	-	-	ko:K03711	-	-	-	-	ko00000,ko03000	-	-	-	FUR
IDJJGBAN_00800	748224.HMPREF9436_03012	5.2e-269	741.0	COG0612@1|root,COG0612@2|Bacteria,1TPN6@1239|Firmicutes,248J8@186801|Clostridia,3WHRP@541000|Ruminococcaceae	2|Bacteria	S	Peptidase M16 inactive domain protein	ymfF	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M16,Peptidase_M16_C
IDJJGBAN_01275	657322.FPR_14790	1.58e-262	720.0	COG0707@1|root,COG0707@2|Bacteria,1TQFT@1239|Firmicutes,248IA@186801|Clostridia,3WGFH@541000|Ruminococcaceae	2|Bacteria	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0050511,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.4.1.227,6.3.2.8	ko:K01924,ko:K02563	ko00471,ko00550,ko01100,ko01502,ko04112,map00471,map00550,map01100,map01502,map04112	-	R03193,R05032,R05662	RC00005,RC00049,RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	GT28	iLJ478.TM0232,iSFV_1184.SFV_0083,iSF_1195.SF0087,iSFxv_1172.SFxv_0091,iS_1188.S0089	Glyco_tran_28_C,Glyco_transf_28
IDJJGBAN_01357	657322.FPR_15770	4.49e-184	511.0	COG1179@1|root,COG1179@2|Bacteria,1TQ7A@1239|Firmicutes,248RA@186801|Clostridia,3WG8S@541000|Ruminococcaceae	2|Bacteria	H	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1	tcdA	-	-	ko:K22132	-	-	-	-	ko00000,ko03016	-	-	-	ThiF
IDJJGBAN_01165	657322.FPR_05520	7.7e-111	320.0	COG4708@1|root,COG4708@2|Bacteria,1V9YK@1239|Firmicutes,24N9H@186801|Clostridia,3WK3X@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score	queT	-	-	-	-	-	-	-	-	-	-	-	QueT
IDJJGBAN_00556	411483.FAEPRAA2165_01831	5.96e-268	737.0	COG2309@1|root,COG2309@2|Bacteria,1TP65@1239|Firmicutes,24AR8@186801|Clostridia,3WH3M@541000|Ruminococcaceae	2|Bacteria	E	Thermophilic metalloprotease (M29)	pepS	-	-	ko:K19689	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M29
IDJJGBAN_01172	657322.FPR_05450	8.43e-207	573.0	COG1105@1|root,COG1105@2|Bacteria,1TQ36@1239|Firmicutes,249RK@186801|Clostridia,3WH8H@541000|Ruminococcaceae	2|Bacteria	H	Belongs to the carbohydrate kinase PfkB family. LacC subfamily	pfkB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019200,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046835,GO:0071704	2.7.1.11,2.7.1.56	ko:K00882,ko:K16370	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00345	R00756,R02071,R03236,R03237,R03238,R03239,R04779	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU14390	PfkB
IDJJGBAN_01973	657322.FPR_11730	3.34e-80	238.0	COG0099@1|root,COG0099@2|Bacteria,1V3JH@1239|Firmicutes,24HCT@186801|Clostridia,3WJ08@541000|Ruminococcaceae	2|Bacteria	J	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits	rpsM	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02952	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S13
IDJJGBAN_00778	657322.FPR_20880	2.35e-244	670.0	COG4608@1|root,COG4608@2|Bacteria,1V36J@1239|Firmicutes,24C3R@186801|Clostridia,3WH83@541000|Ruminococcaceae	2|Bacteria	P	Belongs to the ABC transporter superfamily	appF	-	-	ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
IDJJGBAN_01283	657322.FPR_14870	1.49e-250	688.0	COG2070@1|root,COG2070@2|Bacteria,1TPX1@1239|Firmicutes,247YZ@186801|Clostridia,3WRV6@541000|Ruminococcaceae	2|Bacteria	S	Nitronate monooxygenase	npd	-	1.13.12.16,1.3.1.9	ko:K00459,ko:K02371	ko00061,ko00910,ko01100,ko01212,map00061,map00910,map01100,map01212	M00083	R00025,R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765	RC00052,RC00076,RC02541,RC02759	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	NMO
IDJJGBAN_01954	657322.FPR_11920	1.8e-269	738.0	COG2199@1|root,COG2199@2|Bacteria,1V2R7@1239|Firmicutes,24GA5@186801|Clostridia,3WKMH@541000|Ruminococcaceae	2|Bacteria	T	diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
IDJJGBAN_01802	657322.FPR_18310	1.89e-294	803.0	COG1364@1|root,COG1364@2|Bacteria,1TPBP@1239|Firmicutes,2497Q@186801|Clostridia,3WGSI@541000|Ruminococcaceae	2|Bacteria	E	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate	argJ	GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.3.1.35,2.7.2.8	ko:K00620,ko:K00930	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R00259,R02282,R02649	RC00002,RC00004,RC00043,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1783	ArgJ
IDJJGBAN_01106	657322.FPR_03480	0.0	924.0	COG0624@1|root,COG0624@2|Bacteria,1TPEG@1239|Firmicutes,247SK@186801|Clostridia,3WHQP@541000|Ruminococcaceae	2|Bacteria	E	Psort location Cytoplasmic, score	-	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20
IDJJGBAN_00053	657322.FPR_31220	1.83e-106	307.0	COG1327@1|root,COG1327@2|Bacteria,1V3JA@1239|Firmicutes,24HFT@186801|Clostridia,3WJ07@541000|Ruminococcaceae	2|Bacteria	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	nrdR	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008144,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0017076,GO:0019219,GO:0019222,GO:0030554,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K07738	-	-	-	-	ko00000,ko03000	-	-	-	ATP-cone
IDJJGBAN_01343	657322.FPR_15620	0.0	1009.0	COG1904@1|root,COG1904@2|Bacteria,1TRI0@1239|Firmicutes,248C0@186801|Clostridia,3WH1J@541000|Ruminococcaceae	2|Bacteria	G	glucuronate isomerase	uxaC	-	5.3.1.12	ko:K01812	ko00040,ko01100,map00040,map01100	M00061,M00631	R01482,R01983	RC00376	ko00000,ko00001,ko00002,ko01000	-	-	-	UxaC
IDJJGBAN_02217	657322.FPR_12780	8.38e-188	521.0	COG1682@1|root,COG1682@2|Bacteria,1V1J2@1239|Firmicutes,25B57@186801|Clostridia,3WJ55@541000|Ruminococcaceae	2|Bacteria	GM	Transport permease protein	rgpC	-	-	ko:K01992,ko:K09690	ko02010,map02010	M00250,M00254	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.103	-	-	ABC2_membrane
IDJJGBAN_00195	657322.FPR_29740	6.3e-293	799.0	COG0050@1|root,COG0050@2|Bacteria,1TPKC@1239|Firmicutes,2485I@186801|Clostridia,3WGI1@541000|Ruminococcaceae	2|Bacteria	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	GO:0001817,GO:0001819,GO:0002791,GO:0002793,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0009274,GO:0009275,GO:0009986,GO:0010339,GO:0016020,GO:0022610,GO:0030312,GO:0032677,GO:0032757,GO:0032879,GO:0032880,GO:0035821,GO:0044003,GO:0044068,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044426,GO:0044462,GO:0044464,GO:0044650,GO:0044651,GO:0048518,GO:0048522,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051701,GO:0051704,GO:0051817,GO:0065007,GO:0070201,GO:0071944,GO:0090087,GO:1903530,GO:1903532,GO:1904951,GO:2000482,GO:2000484	-	ko:K02358,ko:K15771	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000,ko03012,ko03029,ko04147	3.A.1.1.16,3.A.1.1.2	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
IDJJGBAN_02177	657322.FPR_12400	1.75e-297	811.0	COG1104@1|root,COG1104@2|Bacteria,1TP21@1239|Firmicutes,24888@186801|Clostridia,3WG87@541000|Ruminococcaceae	2|Bacteria	E	Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins	iscS	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
IDJJGBAN_00528	657322.FPR_26050	2.79e-177	494.0	COG2884@1|root,COG2884@2|Bacteria,1TP58@1239|Firmicutes,248HW@186801|Clostridia,3WGK4@541000|Ruminococcaceae	2|Bacteria	D	cell division ATP-binding protein FtsE	ftsE	GO:0000166,GO:0000910,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0007049,GO:0008144,GO:0008150,GO:0008356,GO:0009898,GO:0009966,GO:0009987,GO:0010646,GO:0016020,GO:0016043,GO:0017076,GO:0019897,GO:0019898,GO:0022402,GO:0022603,GO:0022607,GO:0023051,GO:0030554,GO:0031234,GO:0032153,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042173,GO:0042221,GO:0043167,GO:0043168,GO:0043937,GO:0043938,GO:0044085,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045595,GO:0045597,GO:0045881,GO:0046677,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051301,GO:0065007,GO:0070297,GO:0071840,GO:0071944,GO:0090529,GO:0097159,GO:0097367,GO:0098552,GO:0098562,GO:1901265,GO:1901363,GO:1902531	-	ko:K09811,ko:K09812	ko02010,map02010	M00256	-	-	ko00000,ko00001,ko00002,ko02000,ko03036	3.A.1.140	-	-	ABC_tran
IDJJGBAN_02338	657322.FPR_10520	0.0	1223.0	COG0006@1|root,COG0006@2|Bacteria,1TQ44@1239|Firmicutes,247SG@186801|Clostridia,3WHK3@541000|Ruminococcaceae	2|Bacteria	E	Creatinase/Prolidase N-terminal domain	pepP	-	3.4.11.9	ko:K01262,ko:K02027	-	M00207	-	-	ko00000,ko00002,ko01000,ko01002,ko02000	3.A.1.1	-	-	Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C
IDJJGBAN_00514	657322.FPR_26200	1.69e-231	637.0	COG0697@1|root,COG0697@2|Bacteria,1TRH8@1239|Firmicutes,24B85@186801|Clostridia,3WIK6@541000|Ruminococcaceae	2|Bacteria	EG	Psort location CytoplasmicMembrane, score	CP_1064	-	-	-	-	-	-	-	-	-	-	-	EamA
IDJJGBAN_01499	657322.FPR_06370	2.33e-93	273.0	COG3610@1|root,COG3610@2|Bacteria,1V6P0@1239|Firmicutes,24R80@186801|Clostridia,3WM0F@541000|Ruminococcaceae	2|Bacteria	S	Threonine/Serine exporter, ThrE	-	-	-	-	-	-	-	-	-	-	-	-	ThrE_2
IDJJGBAN_02091	657322.FPR_16500	8.58e-202	561.0	COG4120@1|root,COG4120@2|Bacteria,1TPDJ@1239|Firmicutes,249P1@186801|Clostridia,3WGQG@541000|Ruminococcaceae	2|Bacteria	P	Branched-chain amino acid ABC transporter, permease protein	-	-	-	ko:K05832	-	M00247	-	-	ko00000,ko00002,ko02000	-	-	-	BPD_transp_2
IDJJGBAN_02226	657322.FPR_12880	5.63e-137	389.0	COG4657@1|root,COG4657@2|Bacteria,1TS06@1239|Firmicutes,247UE@186801|Clostridia,3WIFG@541000|Ruminococcaceae	2|Bacteria	C	Part of a membrane complex involved in electron transport	rnfA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0044464,GO:0055114,GO:0071944	-	ko:K03617	-	-	-	-	ko00000	-	-	-	Rnf-Nqr
IDJJGBAN_01511	657322.FPR_06240	1.22e-307	838.0	COG2873@1|root,COG2873@2|Bacteria,1VYCY@1239|Firmicutes,247XK@186801|Clostridia,3WGNF@541000|Ruminococcaceae	2|Bacteria	E	O-acetylhomoserine	metY	-	2.5.1.49	ko:K01740	ko00270,ko01100,map00270,map01100	-	R01287,R04859	RC00020,RC02821,RC02848	ko00000,ko00001,ko01000	-	-	-	Cys_Met_Meta_PP
IDJJGBAN_00170	657322.FPR_29980	2.13e-189	526.0	2F8HG@1|root,340WA@2|Bacteria,1VXQT@1239|Firmicutes,2529I@186801|Clostridia,3WPPF@541000|Ruminococcaceae	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
