Status	Bin_ID	Level	Complete	Fragmented	Duplicated	Reason
Fail	GCA_036830195.1_ASM3683019v1_genomic	genome_fna	84.7	5.6	2.4	Complete <90%
Fail	GCA_036841945.1_ASM3684194v1_genomic	genome_fna	64.5	9.7	2.4	Complete <90%
Fail	GCA_037068005.1_ASM3706800v1_genomic	genome_fna	45.2	1.6	1.6	Complete <90%
Fail	GCA_037068045.1_ASM3706804v1_genomic	genome_fna	74.2	4.0	5.6	Complete <90%; Duplicated >5%
Fail	GCA_037068075.1_ASM3706807v1_genomic	genome_fna	64.5	3.2	25.0	Complete <90%; Duplicated >5%
Fail	GCA_037068095.1_ASM3706809v1_genomic	genome_fna	71.8	2.4	8.1	Complete <90%; Duplicated >5%
Fail	GCA_037068115.1_ASM3706811v1_genomic	genome_fna	62.9	4.0	3.2	Complete <90%
Fail	GCA_037068135.1_ASM3706813v1_genomic	genome_fna	69.4	2.4	4.0	Complete <90%
Fail	GCA_037228665.1_ASM3722866v1_genomic	genome_fna	50.0	10.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037228745.1_ASM3722874v1_genomic	genome_fna	41.9	16.1	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037228925.1_ASM3722892v1_genomic	genome_fna	63.7	6.5	2.4	Complete <90%
Fail	GCA_037228995.1_ASM3722899v1_genomic	genome_fna	63.7	8.9	3.2	Complete <90%
Fail	GCA_037229095.1_ASM3722909v1_genomic	genome_fna	29.8	16.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037231855.1_ASM3723185v1_genomic	genome_fna	67.7	4.8	2.4	Complete <90%
Fail	GCA_037232195.1_ASM3723219v1_genomic	genome_fna	56.5	8.1	2.4	Complete <90%
Fail	GCA_037232835.1_ASM3723283v1_genomic	genome_fna	34.7	14.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037233405.1_ASM3723340v1_genomic	genome_fna	59.7	4.0	4.0	Complete <90%
Fail	GCA_037234285.1_ASM3723428v1_genomic	genome_fna	65.3	7.3	2.4	Complete <90%
Fail	GCA_037234345.1_ASM3723434v1_genomic	genome_fna	58.9	8.9	3.2	Complete <90%
Fail	GCA_037234585.1_ASM3723458v1_genomic	genome_fna	48.4	12.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037235955.1_ASM3723595v1_genomic	genome_fna	39.5	14.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037236555.1_ASM3723655v1_genomic	genome_fna	39.5	13.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037237645.1_ASM3723764v1_genomic	genome_fna	36.3	12.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037239295.1_ASM3723929v1_genomic	genome_fna	67.7	9.7	0.8	Complete <90%
Fail	GCA_037239485.1_ASM3723948v1_genomic	genome_fna	74.2	4.0	2.4	Complete <90%
Fail	GCA_037241405.1_ASM3724140v1_genomic	genome_fna	59.7	10.5	4.0	Complete <90%; Fragmented >10%
Fail	GCA_037242125.1_ASM3724212v1_genomic	genome_fna	75.0	8.1	0.0	Complete <90%
Fail	GCA_037243695.1_ASM3724369v1_genomic	genome_fna	40.3	14.5	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037243795.1_ASM3724379v1_genomic	genome_fna	25.8	17.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037243955.1_ASM3724395v1_genomic	genome_fna	45.2	16.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037244565.1_ASM3724456v1_genomic	genome_fna	38.7	18.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037245225.1_ASM3724522v1_genomic	genome_fna	29.0	18.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037245725.1_ASM3724572v1_genomic	genome_fna	45.2	16.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037247015.1_ASM3724701v1_genomic	genome_fna	80.6	2.4	4.0	Complete <90%
Fail	GCA_037247295.1_ASM3724729v1_genomic	genome_fna	51.6	12.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037248505.1_ASM3724850v1_genomic	genome_fna	62.1	6.5	2.4	Complete <90%
Fail	GCA_037248905.1_ASM3724890v1_genomic	genome_fna	58.1	6.5	4.0	Complete <90%
Fail	GCA_037248985.1_ASM3724898v1_genomic	genome_fna	59.7	5.6	3.2	Complete <90%
Fail	GCA_037249045.1_ASM3724904v1_genomic	genome_fna	54.8	13.7	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037250635.1_ASM3725063v1_genomic	genome_fna	66.9	8.1	1.6	Complete <90%
Fail	GCA_037251015.1_ASM3725101v1_genomic	genome_fna	52.4	13.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037252725.1_ASM3725272v1_genomic	genome_fna	87.1	3.2	2.4	Complete <90%
Fail	GCA_037253185.1_ASM3725318v1_genomic	genome_fna	25.8	17.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037253685.1_ASM3725368v1_genomic	genome_fna	57.3	17.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037254995.1_ASM3725499v1_genomic	genome_fna	33.9	17.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037256365.1_ASM3725636v1_genomic	genome_fna	50.0	12.1	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037256445.1_ASM3725644v1_genomic	genome_fna	73.4	4.0	4.8	Complete <90%
Fail	GCA_037256505.1_ASM3725650v1_genomic	genome_fna	72.6	4.8	2.4	Complete <90%
Fail	GCA_037258025.1_ASM3725802v1_genomic	genome_fna	37.1	13.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037258855.1_ASM3725885v1_genomic	genome_fna	32.3	12.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037260435.1_ASM3726043v1_genomic	genome_fna	37.9	15.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037260675.1_ASM3726067v1_genomic	genome_fna	60.5	7.3	2.4	Complete <90%
Fail	GCA_037260835.1_ASM3726083v1_genomic	genome_fna	34.7	16.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037261985.1_ASM3726198v1_genomic	genome_fna	52.4	9.7	4.0	Complete <90%
Fail	GCA_037262465.1_ASM3726246v1_genomic	genome_fna	54.0	10.5	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037262485.1_ASM3726248v1_genomic	genome_fna	68.5	4.8	4.8	Complete <90%
Fail	GCA_037263335.1_ASM3726333v1_genomic	genome_fna	28.2	20.2	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037264875.1_ASM3726487v1_genomic	genome_fna	60.5	11.3	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037266845.1_ASM3726684v1_genomic	genome_fna	63.7	6.5	3.2	Complete <90%
Fail	GCA_037267215.1_ASM3726721v1_genomic	genome_fna	56.5	4.8	2.4	Complete <90%
Fail	GCA_037267735.1_ASM3726773v1_genomic	genome_fna	47.6	9.7	2.4	Complete <90%
Fail	GCA_037269885.1_ASM3726988v1_genomic	genome_fna	68.5	5.6	2.4	Complete <90%
Fail	GCA_037270765.1_ASM3727076v1_genomic	genome_fna	71.0	8.1	3.2	Complete <90%
Fail	GCA_037270925.1_ASM3727092v1_genomic	genome_fna	37.1	16.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037272155.1_ASM3727215v1_genomic	genome_fna	22.6	17.7	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037273015.1_ASM3727301v1_genomic	genome_fna	68.5	8.1	1.6	Complete <90%
Fail	GCA_037274485.1_ASM3727448v1_genomic	genome_fna	35.5	10.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037274765.1_ASM3727476v1_genomic	genome_fna	63.7	8.1	4.0	Complete <90%
Fail	GCA_037274865.1_ASM3727486v1_genomic	genome_fna	52.4	15.3	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037276455.1_ASM3727645v1_genomic	genome_fna	63.7	4.0	2.4	Complete <90%
Fail	GCA_037277035.1_ASM3727703v1_genomic	genome_fna	55.6	8.1	1.6	Complete <90%
Fail	GCA_037277135.1_ASM3727713v1_genomic	genome_fna	34.7	16.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037278145.1_ASM3727814v1_genomic	genome_fna	51.6	12.1	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037278765.1_ASM3727876v1_genomic	genome_fna	59.7	7.3	2.4	Complete <90%
Fail	GCA_037279325.1_ASM3727932v1_genomic	genome_fna	64.5	11.3	6.5	Complete <90%; Fragmented >10%; Duplicated >5%
Fail	GCA_037279345.1_ASM3727934v1_genomic	genome_fna	52.4	6.5	0.8	Complete <90%
Fail	GCA_037279465.1_ASM3727946v1_genomic	genome_fna	62.9	4.8	2.4	Complete <90%
Fail	GCA_037293145.1_ASM3729314v1_genomic	genome_fna	54.8	9.7	2.4	Complete <90%
Fail	GCA_037294665.1_ASM3729466v1_genomic	genome_fna	29.0	18.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037294955.1_ASM3729495v1_genomic	genome_fna	27.4	21.8	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037295155.1_ASM3729515v1_genomic	genome_fna	62.9	12.1	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037295255.1_ASM3729525v1_genomic	genome_fna	43.5	16.1	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037296395.1_ASM3729639v1_genomic	genome_fna	41.1	12.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037296635.1_ASM3729663v1_genomic	genome_fna	50.8	15.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037297115.1_ASM3729711v1_genomic	genome_fna	26.6	23.4	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037297625.1_ASM3729762v1_genomic	genome_fna	55.6	6.5	2.4	Complete <90%
Fail	GCA_037298985.1_ASM3729898v1_genomic	genome_fna	66.9	6.5	1.6	Complete <90%
Fail	GCA_037299025.1_ASM3729902v1_genomic	genome_fna	39.5	11.3	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037299925.1_ASM3729992v1_genomic	genome_fna	42.7	15.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037300185.1_ASM3730018v1_genomic	genome_fna	50.8	12.1	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037300345.1_ASM3730034v1_genomic	genome_fna	58.1	8.1	2.4	Complete <90%
Fail	GCA_037300525.1_ASM3730052v1_genomic	genome_fna	49.2	13.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037301115.1_ASM3730111v1_genomic	genome_fna	50.8	13.7	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037301755.1_ASM3730175v1_genomic	genome_fna	31.5	23.4	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037303785.1_ASM3730378v1_genomic	genome_fna	26.6	20.2	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037304985.1_ASM3730498v1_genomic	genome_fna	58.1	12.1	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037309875.1_ASM3730987v1_genomic	genome_fna	38.7	16.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037310015.1_ASM3731001v1_genomic	genome_fna	52.4	12.9	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037311325.1_ASM3731132v1_genomic	genome_fna	52.4	8.9	2.4	Complete <90%
Fail	GCA_037312415.1_ASM3731241v1_genomic	genome_fna	38.7	11.3	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037312565.1_ASM3731256v1_genomic	genome_fna	35.5	12.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037312835.1_ASM3731283v1_genomic	genome_fna	40.3	10.5	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037313395.1_ASM3731339v1_genomic	genome_fna	40.3	8.1	0.8	Complete <90%
Fail	GCA_037313875.1_ASM3731387v1_genomic	genome_fna	41.1	8.1	0.0	Complete <90%
Fail	GCA_037314065.1_ASM3731406v1_genomic	genome_fna	42.7	10.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037314175.1_ASM3731417v1_genomic	genome_fna	50.0	13.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037314515.1_ASM3731451v1_genomic	genome_fna	28.2	16.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037314645.1_ASM3731464v1_genomic	genome_fna	70.2	9.7	4.0	Complete <90%
Fail	GCA_037317755.1_ASM3731775v1_genomic	genome_fna	32.3	22.6	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037319065.1_ASM3731906v1_genomic	genome_fna	54.0	12.9	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037319345.1_ASM3731934v1_genomic	genome_fna	44.4	18.5	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037319825.1_ASM3731982v1_genomic	genome_fna	74.2	5.6	3.2	Complete <90%
Fail	GCA_037320525.1_ASM3732052v1_genomic	genome_fna	75.8	2.4	4.0	Complete <90%
Fail	GCA_037320545.1_ASM3732054v1_genomic	genome_fna	46.0	7.3	0.8	Complete <90%
Fail	GCA_037320645.1_ASM3732064v1_genomic	genome_fna	63.7	4.8	1.6	Complete <90%
Fail	GCA_037320685.1_ASM3732068v1_genomic	genome_fna	74.2	3.2	4.0	Complete <90%
Fail	GCA_037320765.1_ASM3732076v1_genomic	genome_fna	50.8	10.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037322495.1_ASM3732249v1_genomic	genome_fna	46.0	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037323925.1_ASM3732392v1_genomic	genome_fna	39.5	16.1	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037324705.1_ASM3732470v1_genomic	genome_fna	57.3	12.9	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037325545.1_ASM3732554v1_genomic	genome_fna	58.9	5.6	1.6	Complete <90%
Fail	GCA_037325605.1_ASM3732560v1_genomic	genome_fna	47.6	9.7	1.6	Complete <90%
Fail	GCA_037325645.1_ASM3732564v1_genomic	genome_fna	39.5	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037326935.1_ASM3732693v1_genomic	genome_fna	66.9	7.3	1.6	Complete <90%
Fail	GCA_037329225.1_ASM3732922v1_genomic	genome_fna	55.6	13.7	4.0	Complete <90%; Fragmented >10%
Fail	GCA_037331455.1_ASM3733145v1_genomic	genome_fna	65.3	7.3	2.4	Complete <90%
Fail	GCA_037331505.1_ASM3733150v1_genomic	genome_fna	70.2	5.6	4.0	Complete <90%
Fail	GCA_037333635.1_ASM3733363v1_genomic	genome_fna	21.8	16.1	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037333895.1_ASM3733389v1_genomic	genome_fna	55.6	12.1	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037335775.1_ASM3733577v1_genomic	genome_fna	33.1	12.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037336235.1_ASM3733623v1_genomic	genome_fna	50.0	18.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037338265.1_ASM3733826v1_genomic	genome_fna	59.7	10.5	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037338835.1_ASM3733883v1_genomic	genome_fna	58.1	11.3	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037338975.1_ASM3733897v1_genomic	genome_fna	60.5	10.5	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037340155.1_ASM3734015v1_genomic	genome_fna	89.5	5.6	0.8	Complete <90%
Fail	GCA_037340695.1_ASM3734069v1_genomic	genome_fna	41.9	8.9	0.8	Complete <90%
Fail	GCA_037340755.1_ASM3734075v1_genomic	genome_fna	31.5	12.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037340855.1_ASM3734085v1_genomic	genome_fna	57.3	7.3	2.4	Complete <90%
Fail	GCA_037341185.1_ASM3734118v1_genomic	genome_fna	37.9	15.3	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037341225.1_ASM3734122v1_genomic	genome_fna	52.4	11.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037341305.1_ASM3734130v1_genomic	genome_fna	51.6	13.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037342305.1_ASM3734230v1_genomic	genome_fna	47.6	11.3	4.0	Complete <90%; Fragmented >10%
Fail	GCA_037343035.1_ASM3734303v1_genomic	genome_fna	59.7	8.9	0.8	Complete <90%
Fail	GCA_037343205.1_ASM3734320v1_genomic	genome_fna	38.7	14.5	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037343675.1_ASM3734367v1_genomic	genome_fna	57.3	10.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037343715.1_ASM3734371v1_genomic	genome_fna	31.5	14.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037343775.1_ASM3734377v1_genomic	genome_fna	36.3	12.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037345805.1_ASM3734580v1_genomic	genome_fna	47.6	15.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037346255.1_ASM3734625v1_genomic	genome_fna	50.0	10.5	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037348785.1_ASM3734878v1_genomic	genome_fna	62.1	15.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037351605.1_ASM3735160v1_genomic	genome_fna	46.0	25.0	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037356735.1_ASM3735673v1_genomic	genome_fna	78.2	6.5	1.6	Complete <90%
Fail	GCA_037357555.1_ASM3735755v1_genomic	genome_fna	33.1	17.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037360095.1_ASM3736009v1_genomic	genome_fna	52.4	16.1	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037360995.1_ASM3736099v1_genomic	genome_fna	31.5	13.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037362005.1_ASM3736200v1_genomic	genome_fna	47.6	12.1	4.8	Complete <90%; Fragmented >10%
Fail	GCA_037362225.1_ASM3736222v1_genomic	genome_fna	45.2	13.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037363125.1_ASM3736312v1_genomic	genome_fna	36.3	16.1	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037363405.1_ASM3736340v1_genomic	genome_fna	60.5	9.7	1.6	Complete <90%
Fail	GCA_037365205.1_ASM3736520v1_genomic	genome_fna	41.9	14.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037365685.1_ASM3736568v1_genomic	genome_fna	56.5	6.5	0.8	Complete <90%
Fail	GCA_037366365.1_ASM3736636v1_genomic	genome_fna	50.8	12.1	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037366605.1_ASM3736660v1_genomic	genome_fna	48.4	11.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037366765.1_ASM3736676v1_genomic	genome_fna	49.2	8.9	2.4	Complete <90%
Fail	GCA_037366845.1_ASM3736684v1_genomic	genome_fna	46.8	11.3	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037367145.1_ASM3736714v1_genomic	genome_fna	29.8	13.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037368985.1_ASM3736898v1_genomic	genome_fna	29.0	11.3	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037370825.1_ASM3737082v1_genomic	genome_fna	88.7	7.3	0.8	Complete <90%
Fail	GCA_037372085.1_ASM3737208v1_genomic	genome_fna	35.5	20.2	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037372405.1_ASM3737240v1_genomic	genome_fna	33.1	16.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037374865.1_ASM3737486v1_genomic	genome_fna	65.3	12.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037375805.1_ASM3737580v1_genomic	genome_fna	50.8	13.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037376005.1_ASM3737600v1_genomic	genome_fna	66.9	3.2	1.6	Complete <90%
Fail	GCA_037376285.1_ASM3737628v1_genomic	genome_fna	48.4	9.7	0.8	Complete <90%
Fail	GCA_037377365.1_ASM3737736v1_genomic	genome_fna	66.1	7.3	4.0	Complete <90%
Fail	GCA_037418635.1_ASM3741863v1_genomic	genome_fna	71.8	6.5	2.4	Complete <90%
Fail	GCA_037421925.1_ASM3742192v1_genomic	genome_fna	45.2	8.1	0.8	Complete <90%
Fail	GCA_037422145.1_ASM3742214v1_genomic	genome_fna	37.1	13.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037422565.1_ASM3742256v1_genomic	genome_fna	46.8	5.6	2.4	Complete <90%
Fail	GCA_037422665.1_ASM3742266v1_genomic	genome_fna	39.5	17.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037423545.1_ASM3742354v1_genomic	genome_fna	52.4	15.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037424385.1_ASM3742438v1_genomic	genome_fna	30.6	21.0	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037425645.1_ASM3742564v1_genomic	genome_fna	33.9	25.0	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037425705.1_ASM3742570v1_genomic	genome_fna	41.1	13.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037426025.1_ASM3742602v1_genomic	genome_fna	35.5	15.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037426685.1_ASM3742668v1_genomic	genome_fna	80.6	3.2	2.4	Complete <90%
Fail	GCA_037427245.1_ASM3742724v1_genomic	genome_fna	54.0	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037427645.1_ASM3742764v1_genomic	genome_fna	53.2	12.9	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037428545.1_ASM3742854v1_genomic	genome_fna	81.5	2.4	0.8	Complete <90%
Fail	GCA_037428845.1_ASM3742884v1_genomic	genome_fna	51.6	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037428965.1_ASM3742896v1_genomic	genome_fna	77.4	4.8	0.8	Complete <90%
Fail	GCA_037429825.1_ASM3742982v1_genomic	genome_fna	35.5	11.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037430365.1_ASM3743036v1_genomic	genome_fna	66.9	4.8	4.0	Complete <90%
Fail	GCA_037430885.1_ASM3743088v1_genomic	genome_fna	22.6	22.6	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037430905.1_ASM3743090v1_genomic	genome_fna	42.7	12.1	3.2	Complete <90%; Fragmented >10%
Fail	GCA_037432985.1_ASM3743298v1_genomic	genome_fna	43.5	13.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037433805.1_ASM3743380v1_genomic	genome_fna	46.8	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037434005.1_ASM3743400v1_genomic	genome_fna	28.2	13.7	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037434785.1_ASM3743478v1_genomic	genome_fna	46.0	16.1	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037435485.1_ASM3743548v1_genomic	genome_fna	71.0	5.6	3.2	Complete <90%
Fail	GCA_037435505.1_ASM3743550v1_genomic	genome_fna	59.7	8.1	2.4	Complete <90%
Fail	GCA_037435885.1_ASM3743588v1_genomic	genome_fna	70.2	8.9	3.2	Complete <90%
Fail	GCA_037435945.1_ASM3743594v1_genomic	genome_fna	36.3	18.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037436115.1_ASM3743611v1_genomic	genome_fna	54.8	11.3	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037436705.1_ASM3743670v1_genomic	genome_fna	72.6	5.6	3.2	Complete <90%
Fail	GCA_037437085.1_ASM3743708v1_genomic	genome_fna	33.1	15.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037438145.1_ASM3743814v1_genomic	genome_fna	75.8	4.8	3.2	Complete <90%
Fail	GCA_037438185.1_ASM3743818v1_genomic	genome_fna	54.8	8.9	3.2	Complete <90%
Fail	GCA_037438285.1_ASM3743828v1_genomic	genome_fna	63.7	6.5	3.2	Complete <90%
Fail	GCA_037438925.1_ASM3743892v1_genomic	genome_fna	36.3	17.7	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037454545.1_ASM3745454v1_genomic	genome_fna	67.7	6.5	2.4	Complete <90%
Fail	GCA_037455595.1_ASM3745559v1_genomic	genome_fna	33.1	12.1	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037456395.1_ASM3745639v1_genomic	genome_fna	58.9	12.1	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037457385.1_ASM3745738v1_genomic	genome_fna	37.9	13.7	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037457905.1_ASM3745790v1_genomic	genome_fna	54.0	8.1	0.8	Complete <90%
Fail	GCA_037458695.1_ASM3745869v1_genomic	genome_fna	36.3	19.4	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037459555.1_ASM3745955v1_genomic	genome_fna	52.4	12.9	2.4	Complete <90%; Fragmented >10%
Fail	GCA_037459995.1_ASM3745999v1_genomic	genome_fna	30.6	14.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_037460835.1_ASM3746083v1_genomic	genome_fna	37.1	12.9	1.6	Complete <90%; Fragmented >10%
Fail	GCA_037460915.1_ASM3746091v1_genomic	genome_fna	41.1	10.5	0.0	Complete <90%; Fragmented >10%
Fail	GCA_037461835.1_ASM3746183v1_genomic	genome_fna	29.0	17.7	0.0	Complete <90%; Fragmented >10%
Fail	GCA_041324955.1_ASM4132495v1_genomic	genome_fna	92.7	4.0	7.3	Duplicated >5%
Fail	GCA_041326135.1_ASM4132613v1_genomic	genome_fna	73.4	2.4	4.0	Complete <90%
Fail	GCA_041328295.1_ASM4132829v1_genomic	genome_fna	89.5	3.2	6.5	Complete <90%; Duplicated >5%
Fail	GCA_041330835.1_ASM4133083v1_genomic	genome_fna	71.8	2.4	4.0	Complete <90%
Fail	GCA_041331955.1_ASM4133195v1_genomic	genome_fna	87.1	4.0	4.0	Complete <90%
Fail	GCA_041333125.1_ASM4133312v1_genomic	genome_fna	92.7	1.6	7.3	Duplicated >5%
Fail	GCA_041333575.1_ASM4133357v1_genomic	genome_fna	68.5	2.4	4.0	Complete <90%
Fail	GCA_041333815.1_ASM4133381v1_genomic	genome_fna	96.0	2.4	7.3	Duplicated >5%
Fail	GCA_041334385.1_ASM4133438v1_genomic	genome_fna	67.7	3.2	2.4	Complete <90%
Fail	GCA_041334925.1_ASM4133492v1_genomic	genome_fna	78.2	8.1	7.3	Complete <90%; Duplicated >5%
Fail	GCA_041335315.1_ASM4133531v1_genomic	genome_fna	90.3	2.4	8.9	Duplicated >5%
Fail	GCA_041336215.1_ASM4133621v1_genomic	genome_fna	96.0	2.4	23.4	Duplicated >5%
Fail	GCA_041336775.1_ASM4133677v1_genomic	genome_fna	58.1	3.2	2.4	Complete <90%
Fail	GCA_041403665.1_ASM4140366v1_genomic	genome_fna	96.8	2.4	7.3	Duplicated >5%
Fail	GCA_041404065.1_ASM4140406v1_genomic	genome_fna	89.5	3.2	4.0	Complete <90%
Fail	GCA_041404285.1_ASM4140428v1_genomic	genome_fna	95.2	3.2	5.6	Duplicated >5%
Fail	GCA_041405405.1_ASM4140540v1_genomic	genome_fna	96.8	1.6	5.6	Duplicated >5%
Fail	GCA_041405765.1_ASM4140576v1_genomic	genome_fna	53.2	2.4	0.0	Complete <90%
Fail	GCA_041405785.1_ASM4140578v1_genomic	genome_fna	82.3	3.2	0.0	Complete <90%
Fail	GCA_041405845.1_ASM4140584v1_genomic	genome_fna	75.8	4.0	4.8	Complete <90%
Fail	GCA_041406345.1_ASM4140634v1_genomic	genome_fna	70.2	7.3	4.0	Complete <90%
Fail	GCA_044426225.1_ASM4442622v1_genomic	genome_fna	75.8	3.2	0.0	Complete <90%
